,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.25,0.37,0.24,0.39,0.25,0.0,0.75,0.83,0.73,0.2,0.65,0.99,0.57,0.38,0.27,0.68
arcallians.csv,0.39,0.26,0.58,0.51,0.98,0.38,0.94,0.43,0.55,0.15,0.25,0.32,0.48,0.12,0.15,0.16
arianne.csv,0.98,0.48,0.62,0.43,0.7,0.25,0.81,0.74,0.61,0.55,0.45,0.58,0.41,0.43,0.27,0.86
aztec.csv,0.66,0.07,0.02,0.04,0.25,0.92,0.06,0.0,0.61,0.45,0.0,0.0,0.38,0.12,0.08,0.14
bl-toolkit.csv,0.5,0.6,0.96,0.51,0.73,0.46,0.94,0.94,0.88,0.7,0.6,0.82,0.68,0.59,0.5,0.76
clamav.csv,0.27,0.55,0.16,0.39,0.09,0.38,0.19,0.25,0.22,1.0,0.2,0.36,0.38,0.52,0.42,0.46
gnupdate.csv,0.16,0.31,0.2,0.33,0.36,0.04,1.0,0.09,0.57,0.05,1.0,0.16,0.33,0.28,0.23,0.27
les-indemodables.csv,0.48,0.62,0.42,0.58,0.66,0.54,0.69,0.55,0.49,0.55,0.7,0.6,0.59,0.7,0.65,0.95
mbse.csv,0.4,0.6,0.46,0.45,0.52,0.17,0.5,0.91,0.41,0.5,0.85,0.72,0.36,0.5,0.69,0.35
ns-3-dev-def-routing.csv,0.24,0.48,0.24,0.67,0.59,0.46,0.06,0.25,0.24,0.35,0.8,0.55,0.35,0.99,0.35,0.65
openxava.csv,0.78,0.26,0.32,0.09,0.16,0.25,0.94,0.46,0.47,0.55,0.35,0.39,0.61,0.34,0.42,0.43
phonon-vlc-mplayer.csv,0.59,0.55,0.5,0.99,0.32,0.29,0.75,0.29,0.78,0.3,0.75,0.21,0.56,0.35,0.38,0.76
qgis.csv,0.33,0.94,0.5,0.64,0.07,0.33,0.81,0.43,0.63,0.05,0.25,0.27,0.52,0.5,0.5,0.78
vars-redux.csv,0.29,0.21,0.14,0.2,0.14,0.21,0.56,0.28,0.98,0.5,0.2,0.42,0.26,0.21,0.19,0.22
xapian.csv,0.36,0.67,0.18,0.61,0.23,0.25,0.56,0.14,0.65,0.2,0.3,0.29,0.33,0.6,1.0,0.46
yafdotnet.csv,0.41,0.43,0.56,0.48,0.52,0.5,0.69,0.98,0.35,0.7,0.8,0.67,0.97,0.52,0.19,0.46
