,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.14,0.11,0.14,0.18,0.1,0.01,0.41,0.67,0.34,0.14,0.69,0.01,0.39,0.28,0.09,0.37
arcallians.csv,0.4,0.28,0.55,0.22,0.0,0.17,0.89,0.29,0.33,0.33,0.15,0.35,0.36,0.15,0.18,0.29
arianne.csv,0.0,0.34,0.5,0.2,0.62,0.24,0.13,0.71,0.49,0.39,0.56,0.49,0.32,0.43,0.14,0.55
aztec.csv,0.74,0.02,0.0,0.04,0.15,0.0,0.02,0.0,0.61,0.25,0.0,0.0,0.37,0.06,0.1,0.02
bl-toolkit.csv,0.31,0.3,0.0,0.29,0.45,0.57,0.95,0.84,0.69,0.58,0.62,0.57,0.68,0.46,0.38,0.54
clamav.csv,0.22,0.34,0.14,0.35,0.2,0.18,0.27,0.16,0.28,0.0,0.12,0.33,0.42,0.34,0.35,0.23
gnupdate.csv,0.1,0.16,0.05,0.05,0.05,0.04,0.35,0.04,0.27,0.08,0.01,0.05,0.1,0.19,0.06,0.06
les-indemodables.csv,0.42,0.44,0.32,0.45,0.55,0.65,0.33,0.4,0.33,0.22,0.44,0.37,0.3,0.58,0.42,0.0
mbse.csv,0.63,0.49,0.64,0.76,0.7,0.16,0.13,0.0,0.36,0.58,0.76,0.64,0.32,0.56,0.68,0.45
ns-3-dev-def-routing.csv,0.2,0.3,0.27,0.3,0.3,0.19,0.53,0.49,0.34,0.33,0.73,0.69,0.32,0.0,0.2,0.6
openxava.csv,0.78,0.22,0.18,0.24,0.12,0.57,0.01,0.33,0.12,0.47,0.22,0.37,0.5,0.2,0.35,0.25
phonon-vlc-mplayer.csv,0.59,0.44,0.5,0.01,0.22,0.07,0.7,0.12,0.81,0.28,0.19,0.16,0.41,0.29,0.22,0.48
qgis.csv,0.25,0.0,0.41,0.35,0.1,0.36,0.91,0.2,0.33,0.06,0.12,0.13,0.32,0.35,0.18,0.49
vars-redux.csv,0.1,0.09,0.05,0.12,0.05,0.09,0.42,0.32,0.01,0.72,0.19,0.51,0.25,0.18,0.12,0.31
xapian.csv,0.25,0.42,0.23,0.23,0.18,0.16,0.58,0.06,0.43,0.17,0.13,0.11,0.28,0.38,0.0,0.32
yafdotnet.csv,0.32,0.49,0.5,0.26,0.55,0.38,0.73,0.99,0.42,0.58,0.7,0.56,0.0,0.36,0.17,0.29
