,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.29,0.42,0.28,0.44,0.29,0.0,0.71,0.64,0.71,0.24,0.53,0.99,0.58,0.42,0.31,0.67
arcallians.csv,0.42,0.3,0.55,0.55,0.98,0.43,0.37,0.47,0.57,0.18,0.29,0.36,0.51,0.14,0.18,0.19
arianne.csv,0.98,0.51,0.59,0.47,0.6,0.29,0.82,0.56,0.59,0.56,0.45,0.56,0.45,0.45,0.31,0.73
aztec.csv,0.5,0.09,0.02,0.05,0.29,0.93,0.07,0.0,0.55,0.49,0.0,0.0,0.41,0.15,0.1,0.17
bl-toolkit.csv,0.53,0.62,0.97,0.54,0.69,0.45,0.21,0.48,0.64,0.62,0.54,0.69,0.56,0.58,0.52,0.67
clamav.csv,0.31,0.57,0.19,0.42,0.11,0.43,0.22,0.29,0.26,1.0,0.24,0.4,0.41,0.54,0.45,0.5
gnupdate.csv,0.19,0.35,0.24,0.38,0.41,0.05,0.9,0.11,0.6,0.06,1.0,0.19,0.38,0.32,0.27,0.31
les-indemodables.csv,0.5,0.61,0.45,0.57,0.6,0.49,0.69,0.56,0.52,0.58,0.67,0.61,0.61,0.62,0.63,0.96
mbse.csv,0.39,0.58,0.44,0.38,0.45,0.2,0.55,0.93,0.44,0.48,0.56,0.6,0.4,0.49,0.56,0.38
ns-3-dev-def-routing.csv,0.28,0.51,0.28,0.68,0.61,0.5,0.07,0.28,0.27,0.39,0.57,0.48,0.39,0.99,0.39,0.58
openxava.csv,0.52,0.3,0.36,0.11,0.19,0.27,0.95,0.49,0.52,0.55,0.39,0.42,0.58,0.38,0.45,0.47
phonon-vlc-mplayer.csv,0.54,0.55,0.5,0.99,0.36,0.34,0.58,0.33,0.48,0.34,0.76,0.25,0.57,0.39,0.42,0.7
qgis.csv,0.37,0.95,0.52,0.64,0.09,0.37,0.31,0.47,0.64,0.06,0.29,0.31,0.55,0.52,0.54,0.71
vars-redux.csv,0.34,0.25,0.17,0.24,0.17,0.25,0.56,0.32,0.98,0.43,0.24,0.43,0.3,0.25,0.23,0.25
xapian.csv,0.4,0.65,0.21,0.64,0.27,0.29,0.52,0.17,0.63,0.24,0.35,0.34,0.37,0.6,1.0,0.49
yafdotnet.csv,0.45,0.44,0.55,0.52,0.5,0.52,0.53,0.05,0.38,0.62,0.6,0.61,0.98,0.54,0.22,0.49
