,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.65,0.76,0.8,0.45,0.73,0.0,0.18,0.29,0.61,0.44,0.18,0.99,0.51,0.47,0.47,0.51
arcallians.csv,0.49,0.47,0.71,0.46,1.0,0.15,0.11,0.33,0.55,0.2,0.28,0.6,0.49,0.34,0.2,0.24
arianne.csv,1.0,0.57,0.74,0.44,0.55,0.08,0.43,0.26,0.48,0.44,0.16,0.66,0.48,0.39,0.37,0.47
aztec.csv,0.47,0.75,1.0,0.3,0.65,1.0,0.33,0.0,0.42,0.5,0.0,0.0,0.42,0.56,0.18,0.83
bl-toolkit.csv,0.61,0.66,1.0,0.39,0.64,0.06,0.11,0.27,0.48,0.4,0.18,0.71,0.42,0.45,0.28,0.44
clamav.csv,0.56,0.61,0.73,0.29,0.33,0.14,0.08,0.34,0.37,1.0,0.29,0.65,0.39,0.5,0.26,0.53
gnupdate.csv,0.62,0.65,0.91,0.72,0.89,0.07,0.26,0.46,0.61,0.25,0.95,0.84,0.7,0.49,0.55,0.71
les-indemodables.csv,0.53,0.57,0.75,0.32,0.57,0.06,0.2,0.31,0.52,0.58,0.27,0.73,0.58,0.44,0.31,1.0
mbse.csv,0.39,0.54,0.62,0.18,0.45,0.08,0.32,1.0,0.45,0.32,0.21,0.65,0.44,0.37,0.23,0.31
ns-3-dev-def-routing.csv,0.55,0.61,0.67,0.45,0.68,0.17,0.01,0.14,0.34,0.37,0.2,0.57,0.44,1.0,0.33,0.38
openxava.csv,0.5,0.54,0.8,0.12,0.58,0.03,0.94,0.32,0.74,0.39,0.27,0.64,0.46,0.53,0.26,0.5
phonon-vlc-mplayer.csv,0.5,0.54,0.69,0.99,0.61,0.26,0.12,0.45,0.41,0.38,0.48,0.68,0.49,0.44,0.34,0.47
qgis.csv,0.58,1.0,0.74,0.4,0.43,0.07,0.1,0.42,0.58,0.33,0.33,0.77,0.54,0.48,0.45,0.48
vars-redux.csv,0.75,0.69,0.88,0.39,0.75,0.16,0.14,0.22,0.98,0.28,0.2,0.58,0.43,0.42,0.31,0.29
xapian.csv,0.59,0.6,0.64,0.49,0.59,0.11,0.1,0.45,0.52,0.4,0.35,0.81,0.46,0.51,1.0,0.45
yafdotnet.csv,0.56,0.46,0.72,0.41,0.51,0.1,0.1,0.25,0.38,0.4,0.21,0.67,1.0,0.48,0.25,0.47
