,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.76,0.76,0.01,1.0,0.78,0.68,0.76,0.55,0.78,1.0,0.67,0.52,1.0
echongl.csv,0.82,0.77,0.78,0.9,0.03,1.05,0.69,0.68,0.8,0.81,0.8,0.78,0.81
les-indemodables.csv,0.69,0.71,0.75,0.62,0.74,0.58,0.64,0.9,0.72,0.0,0.61,0.61,0.82
mbse.csv,0.78,0.9,0.81,0.09,0.68,1.21,0.72,0.75,0.78,0.82,0.69,0.62,0.97
ns-3-dev-def-routing.csv,0.49,0.61,0.82,0.87,0.75,0.26,0.01,0.68,0.67,0.44,0.66,0.74,0.8
psycle.csv,0.61,0.06,0.75,0.88,0.9,0.78,0.8,0.73,0.72,0.78,0.92,0.67,0.53
qpe.csv,0.13,0.87,0.74,0.8,0.87,0.69,0.79,0.69,0.69,0.91,0.88,0.91,0.92
simplewebservices.csv,0.69,0.64,0.71,0.71,1.11,0.5,0.61,0.75,0.88,0.58,0.03,0.62,0.8
v8.csv,0.73,0.73,0.93,0.83,1.0,0.93,0.82,0.0,0.9,0.98,0.94,0.7,1.0
wikipediardware.csv,0.7,0.56,0.93,0.72,0.98,0.97,0.83,0.67,0.61,0.91,0.97,0.58,0.07
wxstudio.csv,0.62,0.93,0.76,0.83,0.75,0.25,0.7,0.76,0.07,0.89,0.93,0.75,0.77
xamj.csv,0.57,0.58,0.7,0.8,0.92,1.05,0.69,0.71,0.66,0.65,0.73,0.02,0.9
