,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.49,0.94,0.87,0.59,0.89,0.67,0.42,0.45,0.0,0.5,0.75,0.33,0.5,0.0
emeraldemu.csv,0.48,0.47,0.53,0.54,0.53,0.81,0.43,0.83,0.39,0.0,0.47,0.8,0.0,0.94
frogatto.csv,0.33,0.38,0.53,0.4,0.34,0.37,0.33,0.41,0.33,0.33,0.37,0.43,0.36,0.37
grafx2.csv,0.45,0.42,0.47,0.45,0.42,0.45,0.32,0.4,0.34,0.33,0.36,0.46,0.55,0.46
jahshakafx.csv,0.33,0.42,0.4,0.4,0.39,0.39,0.34,0.67,0.34,0.29,0.32,0.43,0.31,0.67
nassp.csv,0.5,0.69,0.0,0.48,0.72,0.65,0.93,0.52,0.5,0.33,0.51,0.62,0.38,0.88
netatalk.csv,0.39,0.4,0.52,0.43,0.4,0.37,0.43,0.42,0.36,0.32,0.39,0.43,0.36,0.36
open-beos.csv,0.38,0.4,0.53,0.51,0.37,0.5,0.55,0.4,0.45,0.5,0.38,0.41,0.4,0.54
psycle.csv,0.46,0.41,0.47,0.44,0.36,0.4,0.32,0.39,0.35,0.41,0.35,0.4,0.37,0.34
quantlib.csv,0.48,0.48,0.0,0.47,0.35,0.4,0.75,0.0,0.36,0.82,0.38,0.0,0.0,0.61
reaper-ecad.csv,0.56,1.0,0.61,0.97,0.81,0.97,0.85,0.0,0.0,0.0,0.74,0.64,0.67,0.0
sbml.csv,0.48,0.4,0.47,0.43,0.35,0.41,0.32,0.35,0.37,0.41,0.33,0.36,0.38,0.48
unimrcp.csv,0.47,0.52,0.6,0.48,0.53,0.6,0.36,0.44,0.33,0.45,0.45,0.44,0.64,0.41
unladen-swallow.csv,0.78,0.56,0.89,0.46,0.52,0.52,0.65,0.39,0.5,0.42,0.76,0.44,0.38,0.71
