,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.62,0.7,0.26,0.23,0.2,0.68,0.66,0.51,0.47,0.12,0.55,0.31,0.46,0.12,1.0,0.53,0.32,0.7,0.86
co-ode-owl-plugins.csv,0.56,0.55,0.36,0.52,0.33,0.72,0.44,0.45,0.3,1.0,0.68,0.22,0.47,0.18,0.68,0.65,0.17,0.62,0.75
exl.csv,0.51,0.74,0.29,0.25,0.26,0.71,0.63,0.57,0.48,0.31,0.59,0.2,0.46,0.14,0.65,0.52,0.33,0.78,0.99
firebreath.csv,0.55,0.72,0.29,0.29,0.21,0.62,0.56,0.96,0.41,0.2,0.58,0.26,0.49,0.1,0.65,0.53,0.21,0.74,0.56
irplus.csv,0.36,0.52,0.44,0.19,0.24,0.67,0.53,0.4,0.43,0.19,0.62,0.24,0.22,0.13,0.78,1.0,0.29,0.3,0.68
jasperreports.csv,0.0,0.06,0.0,0.0,0.0,0.04,0.21,0.03,0.0,0.11,0.11,0.0,0.0,1.0,0.0,0.07,0.0,0.05,0.0
javaprofiler.csv,0.64,0.53,0.16,0.15,0.28,0.5,0.45,0.42,0.42,0.31,0.34,0.3,0.4,0.13,0.14,0.5,0.29,0.99,0.78
konversation.csv,0.07,0.11,0.16,0.96,0.16,0.43,0.27,0.17,0.0,0.11,0.17,0.08,0.0,0.3,0.08,0.26,0.4,0.08,0.59
lazarus-ccr.csv,0.98,0.76,0.21,0.17,0.16,0.56,0.5,0.53,0.46,0.28,0.32,0.18,0.46,0.02,0.8,0.54,0.28,0.53,0.67
linuxsh.csv,0.28,0.36,0.95,0.57,0.06,0.39,0.44,0.29,0.0,0.0,0.31,0.25,0.42,0.2,0.21,0.3,0.0,0.23,0.55
migen.csv,0.55,0.38,0.28,0.56,0.26,0.29,1.0,0.36,0.26,0.15,0.56,0.23,0.21,0.31,0.21,0.41,0.29,0.37,0.56
moviesandbox.csv,0.62,0.47,0.36,0.39,0.24,0.98,0.55,0.48,0.21,0.19,0.43,0.28,0.14,0.25,0.31,0.44,0.3,0.23,0.77
mvnforum.csv,0.24,0.42,0.38,0.14,0.11,0.5,0.46,0.28,0.06,0.12,0.2,0.24,0.97,0.08,0.57,0.29,0.0,0.42,0.53
nebuladevice.csv,0.39,0.0,0.11,0.43,0.05,0.15,0.3,0.2,0.31,0.21,0.17,0.07,0.0,0.19,0.28,0.12,1.0,0.1,0.0
ontomorphtab.csv,0.47,0.99,0.36,0.3,0.33,0.64,0.57,0.55,0.43,0.15,0.5,0.27,0.44,0.2,0.28,0.51,0.35,0.57,0.74
opengs.csv,0.24,0.52,0.23,0.53,0.36,0.62,0.51,0.33,0.09,0.1,1.0,0.23,0.27,0.23,0.16,0.47,0.06,0.65,0.79
scite-ru.csv,0.58,0.74,0.0,0.32,0.21,0.63,0.48,0.51,0.9,0.22,0.62,0.22,0.43,0.09,0.16,0.53,0.26,0.77,0.87
tokratan.csv,0.6,0.11,0.0,0.47,0.08,0.41,0.24,0.14,0.29,0.0,0.19,0.85,0.15,0.13,0.14,0.0,0.1,0.08,0.0
xuggle.csv,0.35,0.58,0.27,0.33,0.95,0.64,0.38,0.34,0.36,0.24,0.57,0.13,0.36,0.07,0.23,0.41,0.26,0.7,0.24
