,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.65,0.65,0.36,0.38,0.21,0.63,0.67,0.29,0.6,0.27,0.61,0.78,0.5,0.56,0.99,0.5,0.3,0.47,0.3
co-ode-owl-plugins.csv,0.58,0.47,0.7,0.7,0.52,0.71,0.42,0.44,0.23,1.0,0.72,0.63,0.64,0.66,0.13,0.67,0.3,0.54,0.65
exl.csv,0.51,0.57,0.59,0.64,0.7,0.44,0.57,0.51,0.57,0.54,0.3,0.32,0.37,0.69,0.42,0.27,0.47,0.63,0.98
firebreath.csv,0.46,0.42,0.41,0.74,0.6,0.59,0.52,0.96,0.58,0.43,0.62,0.7,0.54,0.21,0.48,0.44,0.44,0.36,0.44
irplus.csv,0.35,0.44,0.81,0.37,0.39,0.65,0.57,0.47,0.47,0.26,0.68,0.5,0.31,0.66,0.62,1.0,0.5,0.23,0.58
jasperreports.csv,0.0,0.04,0.0,0.0,0.0,0.02,0.15,0.02,0.0,0.07,0.07,0.0,0.0,1.0,0.0,0.05,0.0,0.04,0.0
javaprofiler.csv,0.68,0.46,0.3,0.43,0.71,0.46,0.44,0.47,0.51,0.57,0.32,0.62,0.56,0.58,0.1,0.57,0.51,0.99,0.7
konversation.csv,0.05,0.07,0.21,0.93,0.13,0.35,0.21,0.12,0.0,0.07,0.11,0.09,0.0,0.36,0.05,0.19,0.32,0.05,0.46
lazarus-ccr.csv,0.97,0.71,0.44,0.23,0.25,0.33,0.53,0.24,0.63,0.55,0.34,0.54,0.5,0.17,0.68,0.63,0.26,0.44,0.38
linuxsh.csv,0.25,0.27,0.93,0.55,0.05,0.31,0.37,0.21,0.0,0.0,0.26,0.38,0.56,0.43,0.16,0.24,0.0,0.16,0.44
migen.csv,0.52,0.32,0.56,0.77,0.35,0.21,1.0,0.31,0.28,0.25,0.61,0.5,0.2,0.86,0.15,0.48,0.44,0.29,0.44
moviesandbox.csv,0.58,0.36,0.49,0.61,0.41,0.96,0.55,0.43,0.17,0.2,0.39,0.66,0.13,0.62,0.22,0.44,0.24,0.16,0.69
mvnforum.csv,0.2,0.35,0.41,0.29,0.29,0.43,0.42,0.24,0.06,0.13,0.18,0.38,0.95,0.22,0.46,0.24,0.0,0.35,0.41
nebuladevice.csv,0.33,0.0,0.11,0.55,0.05,0.11,0.28,0.15,0.44,0.26,0.16,0.09,0.0,0.23,0.2,0.1,1.0,0.06,0.0
ontomorphtab.csv,0.46,0.99,0.58,0.7,0.66,0.62,0.61,0.62,0.54,0.34,0.55,0.65,0.57,0.8,0.21,0.58,0.67,0.5,0.65
opengs.csv,0.2,0.46,0.31,0.7,0.53,0.58,0.43,0.29,0.06,0.13,1.0,0.64,0.26,0.65,0.11,0.45,0.09,0.56,0.71
scite-ru.csv,0.59,0.35,0.0,0.72,0.52,0.6,0.49,0.59,0.88,0.48,0.69,0.47,0.48,0.38,0.11,0.55,0.52,0.3,0.78
tokratan.csv,0.63,0.07,0.0,0.38,0.09,0.34,0.18,0.1,0.23,0.0,0.13,0.77,0.13,0.27,0.1,0.0,0.09,0.05,0.0
xuggle.csv,0.38,0.42,0.54,0.54,0.93,0.62,0.41,0.36,0.42,0.52,0.62,0.42,0.52,0.45,0.17,0.49,0.24,0.59,0.18
