,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.25,0.77,0.47,0.55,0.33,0.49,0.5,0.52,0.43,0.28,0.87,0.51,0.62,0.46,0.42,0.85
echongl.csv,0.09,0.72,0.7,0.0,0.43,0.61,0.55,0.68,0.67,0.86,0.67,0.21,0.02,0.65,0.58,0.4
findbugs.csv,0.38,0.72,0.57,0.17,0.45,0.59,0.36,0.58,0.7,0.68,0.38,0.17,0.08,0.64,0.59,0.53
google-web-toolkit.csv,0.09,0.42,0.57,0.6,0.4,0.5,0.3,0.47,0.68,0.52,0.47,0.39,0.22,0.67,0.57,0.37
gwanted.csv,0.67,0.5,0.58,0.54,0.59,0.55,0.37,0.7,0.67,0.17,0.8,0.55,0.22,0.61,0.48,0.02
ivatamasks.csv,0.27,0.54,0.45,0.77,0.29,0.48,0.35,0.58,0.66,0.35,0.56,0.45,0.51,0.62,0.56,0.54
onotoa.csv,0.22,0.52,0.21,0.05,0.02,0.54,0.14,0.13,0.15,0.41,0.0,0.41,0.82,0.31,0.46,0.32
orc.csv,0.06,0.56,0.86,0.51,0.55,0.26,0.28,0.4,0.78,0.0,0.86,0.47,0.02,0.35,0.36,0.13
plato.csv,0.27,0.0,0.16,0.6,0.78,0.0,0.27,0.61,0.0,0.55,0.47,0.17,0.51,0.49,0.17,0.4
proftp.csv,0.42,0.4,0.54,0.09,0.45,0.36,0.28,0.71,0.73,0.6,0.8,0.6,0.0,0.47,0.21,0.0
rodin-b-sharp.csv,0.58,0.0,0.49,0.36,0.48,0.34,0.83,0.43,0.12,0.56,0.0,0.46,0.07,0.26,0.33,0.38
uclmda.csv,0.0,0.01,0.07,0.0,0.12,0.3,0.12,0.0,0.12,0.01,0.0,0.04,0.99,0.06,0.09,0.56
umber.csv,0.89,0.0,0.13,0.63,0.0,0.54,0.42,0.32,0.3,0.29,0.59,0.56,0.71,0.45,0.09,0.0
unicase.csv,0.86,0.0,0.59,0.23,0.61,0.56,0.66,0.53,0.45,0.56,0.62,0.73,0.02,0.47,0.39,0.37
wpdev.csv,0.0,0.99,0.05,0.0,0.0,0.4,0.0,0.26,0.0,0.3,0.13,0.05,0.0,0.21,0.0,0.38
