,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.21,0.89,0.69,0.53,0.29,0.57,0.7,0.5,0.73,0.28,1.0,0.47,0.61,0.43,0.57,0.86
echongl.csv,0.95,0.67,0.88,0.91,0.52,0.81,0.84,0.86,0.73,0.86,1.0,0.95,0.02,0.77,0.57,0.36
findbugs.csv,0.95,0.67,0.75,0.82,0.57,0.88,0.55,0.93,0.8,0.67,1.0,0.97,0.07,0.78,0.57,0.72
google-web-toolkit.csv,1.0,0.37,0.75,0.77,0.4,0.49,0.29,0.43,0.77,0.48,1.0,0.9,0.24,0.68,0.57,0.33
gwanted.csv,0.74,0.44,0.56,0.52,0.62,0.54,0.33,0.68,0.67,0.14,1.0,0.82,0.18,0.65,0.46,0.02
ivatamasks.csv,1.0,0.48,0.5,0.78,0.26,0.77,0.4,0.57,0.67,0.79,1.0,0.77,1.0,0.69,0.71,0.53
onotoa.csv,0.26,0.53,0.19,0.04,0.02,0.61,0.12,0.11,0.13,0.88,0.0,0.41,0.87,0.27,0.46,0.28
orc.csv,0.05,0.5,0.88,0.48,0.57,0.22,0.24,0.36,0.87,0.0,1.0,0.43,0.02,0.31,0.32,0.11
plato.csv,1.0,0.99,0.75,0.81,0.79,0.95,0.9,0.68,1.0,0.77,1.0,0.97,1.0,0.85,0.96,0.97
proftp.csv,0.37,0.35,0.5,0.81,0.57,0.32,0.24,0.82,0.73,0.56,1.0,0.6,0.0,0.46,0.18,0.0
rodin-b-sharp.csv,0.53,0.58,0.44,0.33,0.48,0.31,0.83,0.43,0.1,0.54,0.0,0.42,0.06,0.22,0.29,0.38
uclmda.csv,0.0,0.01,0.06,0.0,0.1,0.27,0.1,0.0,0.1,0.01,0.0,0.03,0.99,0.05,0.07,0.52
umber.csv,0.89,0.87,1.0,0.92,0.98,0.76,0.98,0.86,0.93,0.87,1.0,0.53,0.99,0.72,0.68,1.0
unicase.csv,0.89,0.88,1.0,0.82,0.95,0.55,0.92,0.86,1.0,0.6,1.0,0.77,0.02,0.8,0.79,0.78
wpdev.csv,1.0,0.99,1.0,1.0,1.0,0.96,1.0,0.79,1.0,0.93,1.0,1.0,1.0,0.96,1.0,0.81
