,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.94,0.43,0.35,0.58,0.69,0.4,0.39,0.68,0.45,0.64,0.54,0.61,0.4,0.69,0.4,0.48
echongl.csv,0.35,0.44,0.45,0.46,0.64,0.42,0.45,0.54,0.38,0.36,0.51,0.41,0.83,0.5,0.65,0.71
findbugs.csv,0.37,0.41,0.4,0.5,0.6,0.39,0.5,0.5,0.39,0.39,0.41,0.4,0.94,0.5,0.7,0.46
google-web-toolkit.csv,0.33,0.45,0.39,0.48,0.5,0.44,0.48,0.73,0.33,0.47,0.36,0.41,0.93,0.49,0.47,0.69
gwanted.csv,0.45,0.39,0.58,0.58,0.4,0.48,0.6,0.63,0.31,0.94,0.43,0.41,0.9,0.41,0.44,0.0
ivatamasks.csv,0.34,0.55,0.37,0.38,0.57,0.36,0.41,0.47,0.38,0.34,0.39,0.41,0.26,0.41,0.31,0.42
onotoa.csv,0.47,0.72,0.47,0.75,0.0,0.47,0.81,0.93,0.96,0.33,0.96,0.76,0.31,0.99,0.58,0.96
orc.csv,0.92,0.42,0.6,0.55,0.36,0.74,0.61,0.63,0.33,0.0,0.42,0.5,0.86,0.6,0.76,0.92
plato.csv,0.34,0.4,0.31,0.49,0.54,0.36,0.41,0.59,0.4,0.37,0.37,0.4,0.26,0.45,0.31,0.38
proftp.csv,0.8,0.48,0.83,0.49,0.47,0.71,0.8,0.5,0.34,0.44,0.59,0.54,0.0,0.48,0.86,0.0
rodin-b-sharp.csv,0.75,0.56,0.95,0.84,0.54,0.76,0.67,0.61,0.9,0.52,0.97,0.65,0.89,0.83,0.76,0.58
uclmda.csv,0.5,0.0,0.87,0.0,0.83,0.63,0.98,0.94,0.9,0.0,0.88,0.97,0.27,0.94,0.86,0.55
umber.csv,0.55,0.39,0.29,0.42,0.43,0.37,0.4,0.43,0.4,0.32,0.4,0.44,0.26,0.42,0.32,0.36
unicase.csv,0.5,0.43,0.33,0.45,0.43,0.53,0.44,0.48,0.44,0.46,0.46,0.42,0.88,0.44,0.36,0.42
wpdev.csv,0.34,0.39,0.29,0.43,0.42,0.36,0.38,0.43,0.4,0.31,0.37,0.39,0.26,0.4,0.32,0.39
