,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,1.0,0.0,0.25,0.0,0.09,0.0,0.0,1.0,0.0,0.0,0.6,0.22,0.0,0.83
columba.csv,0.66,0.72,0.22,0.48,0.19,0.45,0.05,0.96,0.43,0.13,0.54,0.32,0.84,0.14
encog-cs.csv,0.55,0.62,0.16,0.56,0.16,0.34,0.04,0.93,0.08,0.07,0.26,0.23,0.66,0.09
fido.csv,1.0,0.0,0.0,0.0,0.5,0.0,0.24,1.0,0.0,0.33,0.7,0.0,0.73,0.0
flexpay.csv,0.67,0.62,0.15,0.32,0.28,0.47,0.04,0.94,0.11,0.22,0.36,0.38,0.89,0.27
fluent-nhibernate.csv,0.72,0.67,0.38,0.46,0.23,0.35,0.04,1.0,0.14,0.36,0.54,0.21,0.76,0.0
geochat.csv,0.35,0.0,0.13,0.3,0.18,0.23,0.0,0.95,0.09,0.09,0.27,0.41,0.85,0.0
gpsmid.csv,0.86,0.63,0.14,0.36,0.23,0.28,0.06,0.94,0.11,0.27,0.36,0.24,0.75,0.06
k3d.csv,0.67,1.0,0.44,0.5,0.25,0.36,0.0,0.95,0.0,0.21,0.46,0.67,0.75,0.0
m-a-d-n-e-s-s.csv,1.0,1.0,0.16,0.45,0.19,0.55,0.05,0.97,0.12,0.17,0.53,0.45,0.86,0.14
mob-sen-plat.csv,0.59,0.77,0.23,0.42,0.18,0.34,0.04,0.94,0.09,0.12,0.45,0.24,0.77,0.1
ninject.csv,0.74,0.44,0.1,0.37,0.2,0.31,0.06,0.98,0.36,0.12,0.29,0.26,0.75,0.05
uface.csv,0.67,0.7,0.16,0.4,0.2,0.32,0.04,0.93,0.09,0.14,0.38,0.25,0.98,0.11
v8.csv,0.55,0.5,0.13,0.33,0.17,0.29,0.04,0.98,0.06,0.15,0.29,0.31,0.66,0.0
