,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.62,0.85,0.55,0.5,0.43,0.53,0.62,0.57,0.52,0.51,0.89,0.85,0.64,1.0,0.46,0.62,0.43,0.56,0.91,0.69
decidr.csv,0.63,0.57,0.6,0.63,0.73,0.84,0.87,1.0,0.87,0.97,0.37,0.98,0.92,0.9,0.74,0.73,0.72,0.95,0.7,0.93
elmo.csv,0.7,0.52,0.86,0.61,0.54,0.68,0.83,0.87,0.79,0.85,0.65,0.83,0.8,0.61,0.92,0.63,0.78,0.61,0.85,0.78
gpac.csv,0.79,1.0,0.69,0.69,0.5,0.87,0.89,0.85,0.81,0.64,0.9,0.45,0.91,0.85,0.86,0.79,0.87,0.78,0.78,0.72
img-browse-sort.csv,0.39,0.69,0.51,0.43,0.39,0.56,0.43,0.54,0.44,0.45,0.73,0.55,0.67,0.68,0.46,0.58,0.28,0.26,0.7,0.74
jajuk.csv,0.69,0.55,0.65,0.3,0.59,0.62,0.62,0.63,0.54,0.43,0.95,0.86,0.59,1.0,0.57,0.62,0.42,0.6,1.0,0.55
ktc.csv,0.34,0.65,0.43,0.41,0.45,0.58,0.87,0.63,0.47,0.65,0.59,0.67,0.59,0.65,0.81,0.57,0.49,0.71,0.61,0.67
nativeclient.csv,0.47,0.63,0.44,0.43,0.56,0.65,0.42,0.52,0.46,0.6,0.73,0.58,0.63,0.7,0.59,0.66,0.54,0.58,0.86,0.47
neoengine.csv,0.49,0.94,0.42,0.39,0.49,0.76,0.52,0.74,0.61,0.48,0.49,0.94,0.64,0.6,0.74,0.57,0.42,0.69,0.61,0.76
nicepress.csv,0.52,0.6,0.85,0.66,0.48,0.64,0.66,0.88,0.44,0.3,0.5,0.9,0.9,0.72,0.49,0.62,0.68,0.73,0.6,0.7
omseek.csv,0.62,1.0,0.85,0.57,0.65,0.66,0.98,0.66,0.7,0.89,0.85,0.97,0.86,0.72,0.85,0.37,0.43,0.64,0.76,0.83
rosegarden.csv,0.47,0.63,0.78,0.55,0.54,0.64,0.68,0.6,0.37,0.52,0.77,0.53,0.66,0.81,0.68,0.56,0.6,0.61,0.87,0.72
sigil.csv,0.48,0.71,0.45,0.38,0.65,0.58,0.48,0.64,0.54,0.55,0.63,0.59,0.7,0.69,0.69,0.56,0.3,0.48,0.83,0.7
smarttag.csv,0.54,0.7,0.66,0.5,0.85,0.61,0.61,0.79,0.51,0.5,0.59,0.6,0.79,0.51,0.5,0.59,0.47,0.64,0.77,0.78
sylpheed-claws.csv,0.87,1.0,0.81,0.91,0.93,0.99,1.0,0.64,0.89,1.0,0.79,0.57,0.42,0.93,0.99,0.99,0.97,1.0,0.77,0.99
tango-cs.csv,0.61,0.83,0.57,0.64,0.74,0.64,0.86,0.6,0.7,0.9,0.63,0.67,0.5,0.96,0.57,0.65,0.49,0.83,0.53,0.67
vapor.csv,1.0,0.82,0.61,0.95,0.53,0.53,0.8,0.52,0.76,0.56,0.8,0.9,0.76,0.97,0.54,0.46,0.34,0.56,0.78,0.87
xemeiah.csv,0.48,0.82,0.7,0.79,0.38,0.63,0.66,0.61,0.53,0.58,0.83,0.68,0.74,0.86,0.34,0.63,0.4,0.79,0.82,0.81
zorannt.csv,0.62,0.55,0.8,0.51,0.33,0.75,0.53,0.62,0.78,0.79,0.66,0.6,0.57,0.65,0.75,0.54,0.5,0.6,0.63,0.74
zscreen.csv,0.51,0.81,0.55,0.84,0.5,0.52,0.28,0.92,0.54,0.73,0.67,0.88,0.86,0.73,0.73,0.51,0.38,0.87,0.72,0.8
