,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.86,0.21,0.78,0.67,0.84
n2cms.csv,0.04,0.56,0.79,0.62,0.75
nassp.csv,0.86,0.72,0.66,0.0,0.92
nug.csv,0.6,0.6,0.0,0.81,0.82
oorexx.csv,0.77,0.57,0.73,0.55,0.0
