,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.24,0.88,0.3,0.42,0.27
n2cms.csv,0.97,0.36,0.35,0.34,0.7
nassp.csv,0.22,0.33,0.43,1.0,0.15
nug.csv,0.59,0.39,1.0,0.21,0.58
oorexx.csv,0.41,0.39,0.43,0.43,1.0
