,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.9,0.91,0.8,0.86,0.88
n2cms.csv,0.62,0.53,0.34,0.57,0.38
nassp.csv,0.93,0.9,0.73,0.75,0.75
nug.csv,0.51,0.76,0.76,0.76,0.45
oorexx.csv,0.42,0.44,0.35,0.47,0.5
