,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.44,0.24,0.12,0.16,0.45,0.0,0.49,0.76,0.28,0.0,0.0,0.0,0.19,0.28,0.55,0.09,0.19,0.14
arsenal-1.csv,0.37,0.0,0.54,0.49,0.31,0.66,0.11,0.17,0.0,0.05,0.12,0.47,0.0,0.32,0.55,0.57,0.23,0.37
atomsite.csv,0.72,0.21,0.0,0.39,0.6,0.0,0.81,0.58,0.24,0.27,0.09,0.63,0.37,0.72,0.68,0.09,0.0,0.58
barracudamvc.csv,0.19,0.73,0.45,0.55,0.0,0.0,0.0,0.0,0.0,0.31,0.27,0.09,0.39,0.09,0.09,0.3,0.0,0.27
bionote.csv,0.79,0.45,0.35,0.48,0.21,0.53,0.41,0.27,0.11,0.57,0.34,0.58,0.42,0.58,0.86,0.59,0.34,0.46
bulmages.csv,0.0,0.45,0.0,0.05,0.17,0.0,0.0,0.06,0.0,0.0,0.0,0.63,0.01,0.58,0.0,0.52,0.06,0.33
fm-classic.csv,0.02,0.21,0.49,0.25,0.0,0.23,0.24,0.17,0.0,0.98,0.12,0.17,0.19,0.05,0.43,0.46,0.09,0.12
hazelcast.csv,0.65,0.0,0.64,0.33,0.61,0.65,0.96,0.58,0.58,0.36,0.6,0.63,0.67,0.74,0.68,0.61,0.87,0.53
jppf-project.csv,0.4,0.43,0.51,0.46,0.27,0.13,0.63,0.29,0.22,0.91,0.51,0.45,0.77,0.4,0.59,0.7,0.15,0.4
megasquirtavr.csv,0.0,0.51,0.59,0.0,0.4,0.0,0.0,0.41,0.17,0.34,0.27,0.6,0.6,0.61,0.39,0.56,0.0,0.57
mevenide.csv,0.26,0.45,0.45,0.41,0.11,0.13,0.05,0.0,0.0,0.77,0.0,0.12,0.41,0.1,0.29,0.77,0.09,0.12
mumble.csv,0.66,0.62,0.24,0.37,0.46,0.45,0.64,0.11,0.52,0.0,0.64,0.61,0.48,0.87,0.41,0.31,0.41,0.34
mycila.csv,0.0,0.47,0.18,0.67,0.34,0.13,0.57,0.16,0.51,0.47,0.79,0.09,0.62,0.42,0.54,0.34,0.0,0.6
opengs.csv,0.66,0.52,0.35,0.2,0.65,0.47,0.24,0.72,0.75,0.64,0.24,0.57,0.1,0.73,0.5,0.28,0.0,0.53
openintents.csv,0.4,0.52,0.06,0.69,0.26,0.0,0.83,0.64,0.56,0.7,0.59,0.32,0.0,0.32,0.41,0.28,0.0,0.25
tweetsharp.csv,0.09,0.38,0.17,0.51,0.6,0.51,0.0,0.45,0.05,0.0,0.51,0.41,0.14,0.68,0.4,0.24,0.0,0.74
xharbour.csv,0.8,0.0,0.72,0.54,0.65,0.0,0.65,0.65,0.05,0.64,0.48,0.59,0.41,0.59,0.78,0.53,0.0,0.63
