,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.66,0.99,0.84,0.69,0.97,0.85,0.68,0.78,0.49,0.79,0.66,0.77,0.38,0.67,0.8,0.95,0.71,0.51
encog-cs.csv,0.73,0.85,0.75,0.63,0.76,0.92,0.44,0.85,0.78,1.03,0.64,0.69,0.77,0.63,0.93,0.57,0.74,0.91
geochat.csv,0.96,0.91,0.92,0.85,0.8,0.77,0.85,0.87,0.74,0.93,0.86,0.69,0.64,0.79,0.87,0.91,0.56,0.8
ibatisdb.csv,0.96,0.96,0.89,0.77,0.85,0.5,0.67,0.96,0.8,0.88,0.92,0.27,0.62,0.75,0.63,0.7,0.61,0.94
inkscape.csv,0.69,1.0,0.45,0.64,0.9,0.98,1.0,0.83,0.88,0.79,0.98,0.96,1.0,0.62,0.85,0.97,0.72,0.95
jam-daq.csv,0.82,0.34,0.91,0.9,0.95,0.66,0.86,0.43,0.97,0.91,0.81,0.87,1.0,0.91,0.9,0.86,0.79,0.9
jhotdraw.csv,0.83,1.07,0.78,0.71,0.7,0.48,0.97,0.72,0.83,0.85,0.73,0.75,0.93,0.77,0.83,0.77,0.77,0.94
ninject.csv,0.87,0.86,0.84,0.7,0.72,0.87,0.82,0.89,0.8,0.77,0.69,0.47,0.11,0.71,0.76,0.7,0.73,0.65
ofbiz.csv,0.64,0.65,0.69,0.66,0.69,0.7,0.58,0.8,0.83,0.74,0.42,0.78,0.72,0.67,0.79,0.76,0.67,0.37
oorexx.csv,0.52,0.55,0.66,0.57,0.78,0.7,0.72,0.45,0.84,0.66,0.78,0.67,1.0,0.52,0.68,0.59,0.7,0.81
opentibia.csv,0.27,0.81,0.9,0.81,0.77,0.95,0.69,0.96,0.8,0.79,0.81,0.44,0.61,0.83,0.7,0.92,0.79,0.72
projectts.csv,0.56,0.7,0.7,0.72,0.66,0.7,0.66,0.89,0.69,0.88,0.7,0.74,0.45,0.7,0.74,0.58,0.59,0.34
retromenu.csv,0.73,0.31,0.98,0.88,0.97,0.75,0.57,0.62,0.91,0.86,0.74,0.79,0.8,0.9,0.72,0.89,1.0,0.67
roolo.csv,0.91,0.81,0.7,0.74,0.7,0.82,0.81,0.8,0.59,0.33,0.87,0.98,1.0,0.73,0.78,0.86,0.94,0.96
tango-cs.csv,0.6,0.73,0.56,0.62,0.69,0.6,0.61,0.59,0.75,0.76,0.52,0.58,0.35,0.62,0.52,0.7,0.8,0.31
trinitycore.csv,0.74,0.74,0.67,0.56,0.77,0.6,0.8,0.64,0.71,0.57,0.74,1.02,0.68,0.45,0.79,0.78,0.85,0.66
uface.csv,0.8,0.73,0.88,0.79,0.77,0.85,0.77,0.93,0.84,0.74,0.72,0.63,0.85,0.78,0.7,1.0,0.93,0.09
uwom-server.csv,0.63,0.46,0.58,0.51,0.77,0.7,0.77,0.57,0.67,0.45,0.77,0.88,0.51,0.51,0.63,0.75,0.84,0.44
