,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.63,0.35,0.88,0.63,0.47,0.39,0.49,0.59,0.5,0.48,0.47,0.44,0.55,0.63,0.96,0.75,0.7,0.47
encog-cs.csv,0.46,0.45,0.35,0.47,0.45,0.38,0.48,0.41,0.52,0.43,0.4,0.44,0.47,0.48,0.35,0.52,0.47,0.43
geochat.csv,0.94,0.51,0.92,0.81,0.57,0.43,0.95,0.83,0.95,0.59,0.98,0.68,0.79,0.78,0.91,0.92,0.67,0.96
ibatisdb.csv,0.67,0.83,0.85,0.63,0.71,0.49,0.58,0.83,0.95,0.64,0.95,0.57,0.8,0.65,0.48,0.65,0.7,0.86
inkscape.csv,0.48,0.34,0.44,0.53,0.46,0.36,0.35,0.44,0.44,0.54,0.36,0.41,0.38,0.54,0.38,0.41,0.42,0.43
jam-daq.csv,0.88,0.38,0.86,0.92,0.5,0.59,0.92,0.42,0.83,0.88,0.74,0.93,0.75,0.94,0.94,0.83,0.69,0.91
jhotdraw.csv,0.85,0.69,0.55,0.63,0.64,0.87,0.38,0.76,0.52,0.9,0.59,0.52,0.43,0.58,0.45,0.48,0.93,0.62
ninject.csv,0.9,0.67,0.68,0.63,0.66,0.58,0.94,0.94,0.77,0.55,0.59,0.52,0.73,0.63,0.44,0.4,0.55,0.61
ofbiz.csv,0.57,0.4,0.65,0.55,0.68,0.49,0.54,0.76,0.93,0.53,0.45,0.49,0.48,0.54,0.69,0.79,0.54,0.47
oorexx.csv,0.4,0.52,0.42,0.49,0.5,0.61,0.7,0.6,0.55,0.62,0.7,0.64,0.5,0.49,0.4,0.42,0.88,0.82
opentibia.csv,0.45,0.65,0.9,0.86,0.79,0.94,0.43,0.89,0.38,0.49,0.82,0.58,0.88,0.92,0.62,0.75,0.66,0.72
projectts.csv,0.57,0.34,0.44,0.43,0.62,0.45,0.59,0.89,0.78,0.44,0.5,0.44,0.5,0.44,0.59,0.48,0.42,0.42
retromenu.csv,0.46,0.39,0.67,0.96,0.0,0.92,0.39,0.59,0.9,0.88,0.63,0.78,0.67,0.96,0.58,0.75,0.0,0.59
roolo.csv,0.77,0.43,0.44,0.56,0.55,0.46,0.63,0.58,0.71,0.78,0.43,0.6,0.38,0.58,0.43,0.44,0.4,0.49
tango-cs.csv,0.43,0.36,0.35,0.44,0.47,0.44,0.54,0.46,0.41,0.39,0.43,0.42,0.54,0.44,0.46,0.71,0.37,0.4
trinitycore.csv,0.56,0.93,0.52,0.57,0.5,0.58,0.9,0.57,0.52,0.93,0.61,0.95,0.5,0.54,0.44,0.59,0.95,0.6
uface.csv,0.45,0.31,0.36,0.41,0.39,0.34,0.34,0.36,0.43,0.43,0.34,0.4,0.37,0.41,0.33,0.38,0.38,0.37
uwom-server.csv,0.43,0.47,0.47,0.49,0.45,0.69,0.81,0.49,0.43,0.6,0.48,0.55,0.6,0.48,0.39,0.52,0.71,0.43
