,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.54,0.43,0.27,0.33,0.67,0.33,0.45,0.35,0.76,0.34,0.58,0.42,0.3,0.34,0.29,0.1,0.32,0.77
encog-cs.csv,0.69,0.38,0.68,0.47,0.56,0.3,0.61,0.58,0.61,0.36,0.79,0.48,0.16,0.48,0.54,0.62,0.36,0.81
geochat.csv,0.22,0.29,0.18,0.22,0.58,0.34,0.23,0.24,0.41,0.16,0.25,0.34,0.21,0.26,0.21,0.21,0.43,0.33
ibatisdb.csv,0.07,0.07,0.21,0.27,0.27,0.4,0.42,0.08,0.33,0.19,0.14,0.68,0.27,0.28,0.47,0.45,0.38,0.12
inkscape.csv,0.66,0.45,0.71,0.4,0.7,0.3,0.53,0.57,0.8,0.4,0.81,0.41,0.15,0.4,0.54,0.67,0.42,0.77
jam-daq.csv,0.3,0.68,0.16,0.15,0.1,0.29,0.23,0.67,0.07,0.14,0.33,0.2,0.0,0.13,0.16,0.24,0.24,0.18
jhotdraw.csv,0.55,0.11,0.49,0.36,0.58,0.49,0.48,0.41,0.72,0.25,0.63,0.4,0.14,0.35,0.48,0.65,0.27,0.55
ninject.csv,0.42,0.25,0.37,0.34,0.56,0.15,0.26,0.2,0.35,0.37,0.48,0.52,0.62,0.33,0.43,0.67,0.29,0.53
ofbiz.csv,0.57,0.52,0.52,0.42,0.46,0.28,0.52,0.3,0.28,0.34,0.8,0.29,0.17,0.41,0.32,0.4,0.34,0.76
oorexx.csv,0.69,0.5,0.56,0.42,0.39,0.28,0.36,0.65,0.42,0.43,0.36,0.35,0.0,0.46,0.49,0.64,0.32,0.33
opentibia.csv,0.87,0.27,0.19,0.23,0.43,0.08,0.45,0.07,0.68,0.46,0.32,0.53,0.31,0.21,0.43,0.15,0.25,0.44
projectts.csv,0.65,0.54,0.58,0.38,0.63,0.26,0.42,0.19,0.48,0.21,0.49,0.3,0.26,0.38,0.37,0.63,0.43,0.78
retromenu.csv,0.44,0.69,0.04,0.18,0.05,0.28,0.54,0.5,0.16,0.21,0.41,0.27,0.25,0.15,0.39,0.2,0.0,0.5
roolo.csv,0.51,0.43,0.68,0.39,0.53,0.29,0.35,0.43,0.65,0.7,0.73,0.19,0.15,0.38,0.56,0.67,0.33,0.71
tango-cs.csv,0.58,0.54,0.74,0.48,0.56,0.35,0.48,0.63,0.73,0.43,0.71,0.5,0.34,0.46,0.57,0.45,0.41,0.81
trinitycore.csv,0.43,0.34,0.53,0.43,0.41,0.33,0.29,0.49,0.64,0.51,0.57,0.0,0.18,0.51,0.43,0.41,0.2,0.6
uface.csv,0.79,0.56,0.74,0.39,0.59,0.3,0.56,0.64,0.7,0.4,0.83,0.41,0.18,0.39,0.54,0.74,0.39,0.95
uwom-server.csv,0.56,0.6,0.59,0.47,0.41,0.28,0.33,0.55,0.6,0.6,0.57,0.19,0.24,0.47,0.54,0.44,0.2,0.73
