,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.36,0.29,0.14,0.11,0.19,0.09,0.3,0.06,0.48,0.4,0.75,0.11,0.45
gamestone.csv,0.0,0.15,0.1,0.36,0.33,0.0,0.57,0.15,0.21,0.2,0.1,0.5,0.65
gbif-providertoolkit.csv,0.89,0.31,0.55,0.42,0.28,0.0,0.0,0.63,0.5,0.9,1.0,0.44,0.19
growl-for-windows.csv,0.11,0.02,0.0,0.0,0.27,0.04,0.8,0.0,0.0,0.0,0.75,0.17,0.0
gss.csv,0.32,0.25,0.58,0.72,0.82,0.39,1.0,0.61,1.0,0.1,0.2,0.72,0.83
heekscad.csv,0.28,0.29,0.23,0.38,0.55,0.35,0.8,0.47,0.65,0.7,0.05,0.56,0.68
igarden.csv,0.13,0.25,0.08,0.29,0.18,0.22,0.67,0.12,0.42,0.1,0.4,0.0,0.75
levent.csv,0.43,0.15,0.01,0.04,0.7,0.39,0.97,0.01,0.0,0.0,0.6,0.39,0.0
openmsx.csv,1.0,0.85,0.38,0.86,0.51,0.74,0.9,0.33,0.12,0.7,1.0,0.78,0.0
pnotepad.csv,0.15,0.52,0.72,0.96,0.91,0.52,0.93,0.79,1.0,0.0,0.4,0.72,0.84
quark.csv,0.15,0.02,0.07,0.08,0.16,0.04,0.13,0.06,0.29,0.0,0.05,0.0,0.42
tango-cs.csv,0.79,0.27,0.61,0.72,0.85,0.52,0.5,0.67,1.0,0.5,0.8,0.56,0.39
xcsoar.csv,0.21,0.13,0.25,0.47,0.4,0.26,0.67,0.46,1.0,0.0,0.4,0.67,0.58
