,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.36,0.32,0.53,0.39,0.42,0.54,0.47,0.47,0.5,0.65,0.36,0.46,0.5,0.37,0.48,0.29
betoffice.csv,0.59,0.51,0.95,0.44,0.49,0.38,0.45,0.57,0.66,0.56,0.54,0.38,0.38,0.58,0.54,0.5
bnetd.csv,0.4,0.39,0.53,0.5,0.69,0.54,0.64,0.39,0.49,0.41,0.42,0.34,0.39,0.39,0.49,0.33
elvishrayrenderer.csv,0.39,0.45,0.5,0.37,0.38,0.52,0.75,0.92,0.91,0.55,0.65,0.4,0.38,0.57,0.51,0.37
emisview.csv,0.69,0.0,0.5,0.65,0.59,0.54,0.88,0.9,0.71,0.0,0.75,0.51,0.62,0.91,0.6,0.5
findbugs.csv,0.38,0.32,0.55,0.62,0.43,0.39,0.53,0.52,0.57,0.88,0.43,0.86,0.59,0.41,0.49,0.39
hazelcast.csv,0.29,0.31,0.43,0.33,0.33,0.28,0.36,0.37,0.34,0.39,0.44,0.3,0.29,0.29,0.37,0.31
jitterbit.csv,0.33,0.36,0.68,0.53,0.4,0.49,0.6,0.87,0.62,0.84,0.45,0.61,0.44,0.47,0.43,0.46
jppf-project.csv,0.41,0.88,0.69,0.83,0.46,0.45,0.47,0.43,0.46,0.77,0.62,0.42,0.37,0.61,0.57,0.63
megasquirtavr.csv,0.33,0.39,0.6,0.42,0.41,0.3,0.41,0.48,0.52,0.54,0.42,0.32,0.31,0.4,0.44,0.37
stajistics.csv,0.35,0.4,0.0,0.4,0.4,0.32,0.9,0.63,0.55,0.49,0.52,0.35,0.36,0.44,0.5,0.37
trackit.csv,0.64,0.96,0.73,0.93,0.83,0.75,0.5,0.84,0.79,0.96,0.65,0.95,0.88,0.91,0.81,0.64
tweetsharp.csv,0.57,0.89,0.56,0.57,0.55,0.48,0.52,0.93,0.61,0.8,0.43,0.94,0.54,0.52,0.57,0.88
wxlua.csv,0.81,0.45,0.62,0.46,0.94,0.93,0.76,0.86,0.66,0.54,0.4,0.69,0.94,0.46,0.93,0.49
x4x.csv,0.5,0.51,0.54,0.78,0.96,0.92,0.53,0.5,0.48,0.62,0.49,0.53,0.53,0.46,0.76,0.38
xharbour.csv,0.34,0.35,0.55,0.42,0.45,0.36,0.5,0.42,0.44,0.55,0.44,0.46,0.34,0.37,0.49,0.38
