,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.75,0.89,0.22,0.48,0.85,0.54,0.66,0.47,0.32,0.88,0.66,0.96,0.37,0.85,0.33,0.65
betoffice.csv,0.81,0.79,0.2,0.34,0.81,0.28,0.61,0.55,0.16,0.92,0.49,0.92,0.34,0.66,0.28,0.68
bnetd.csv,0.76,0.82,0.22,0.4,0.79,0.42,0.61,0.5,0.32,0.95,0.79,0.93,0.32,0.68,0.29,0.65
elvishrayrenderer.csv,0.82,0.74,1.0,0.44,0.94,0.52,0.67,0.5,0.38,0.93,0.8,0.92,0.33,0.57,0.49,0.83
emisview.csv,0.69,0.0,0.5,0.59,0.95,0.54,0.88,0.5,0.5,0.0,0.69,0.88,0.43,0.82,0.48,1.0
findbugs.csv,0.74,0.9,0.19,0.33,0.85,0.27,0.69,0.5,0.43,1.0,0.56,0.95,0.5,0.86,0.25,0.68
hazelcast.csv,0.78,0.88,0.43,0.36,1.0,0.32,0.62,0.49,0.28,0.93,0.62,0.94,0.35,0.73,0.41,0.66
jitterbit.csv,0.77,0.88,0.22,0.45,0.89,0.32,0.7,0.4,0.54,0.89,0.52,0.94,0.47,0.8,0.33,0.77
jppf-project.csv,0.68,0.74,0.19,0.23,0.84,0.21,0.65,0.51,0.21,0.9,0.44,0.96,0.37,0.69,0.31,0.53
megasquirtavr.csv,0.78,0.82,0.55,0.34,0.84,0.3,0.69,0.49,0.37,0.91,0.53,0.93,0.38,0.77,0.32,0.65
stajistics.csv,0.79,0.81,0.0,0.31,0.95,0.34,0.4,0.51,0.21,0.93,0.57,0.9,0.39,0.72,0.52,0.67
trackit.csv,0.64,0.68,0.19,0.29,0.78,0.25,0.68,0.4,0.33,0.88,0.43,1.0,0.62,0.73,0.25,0.5
tweetsharp.csv,0.75,1.0,0.18,0.36,0.76,0.3,0.65,0.4,0.28,0.96,0.52,0.76,0.44,0.91,0.26,0.62
wxlua.csv,0.81,0.8,0.18,0.31,0.65,0.27,0.59,0.14,0.28,0.94,0.51,0.88,0.59,0.79,0.21,0.63
x4x.csv,0.91,0.79,0.22,0.16,0.67,0.46,0.62,0.5,0.26,0.91,0.51,0.9,0.35,0.75,0.22,0.66
xharbour.csv,0.77,0.99,0.29,0.4,1.0,0.32,0.73,0.45,0.31,0.93,0.54,0.9,0.42,0.77,0.36,0.72
