,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.29,0.1,0.24,0.25,0.29
aime.csv,0.58,0.8,0.45,0.0,0.25
badtrinitycore.csv,0.0,0.05,0.25,0.18,0.76
electric-core.csv,0.75,0.55,0.24,0.35,0.85
olsrd.csv,0.75,0.3,0.24,0.21,0.4
