,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.77,0.43,0.51,0.69,0.58,0.05,0.64,0.77,0.7,0.88,0.5
bdbbasic.csv,0.55,0.41,0.58,0.48,0.67,0.53,0.02,0.6,0.51,0.61,0.61
bibletime.csv,0.81,0.6,0.84,0.55,0.66,0.85,0.9,0.91,0.47,0.0,0.94
crux-framework.csv,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.98,0.0
etherboot.csv,0.7,0.33,0.58,0.8,0.09,0.81,0.84,0.6,0.77,0.69,0.31
gnukeda.csv,0.69,0.75,0.73,0.0,0.88,0.62,0.57,0.53,0.7,0.83,0.85
google-gears.csv,0.7,0.48,0.58,0.5,0.65,0.94,0.55,0.77,0.03,0.6,0.34
jnode.csv,0.94,0.91,0.06,0.85,0.91,1.0,0.91,0.95,0.89,0.99,1.0
openmeetings.csv,0.66,0.0,0.71,0.74,0.67,0.44,0.58,0.67,0.72,0.6,0.74
pgui.csv,0.73,0.73,0.88,0.75,0.91,0.83,0.54,0.04,0.66,0.66,1.01
wxcrp.csv,0.19,0.56,0.55,0.8,0.75,0.6,0.74,0.57,0.82,0.91,0.7
