,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,7.0,21.0,31.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,27.0
bdbbasic.csv,4.0,11.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,42.0
bibletime.csv,0.0,22.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,63.0
crux-framework.csv,105.0,1.0,411.0,70.0,82.0,116.0,67.0,168.0,0.0,0.0,0.0
etherboot.csv,6.0,4.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,10.0
gnukeda.csv,21.0,27.0,9.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,71.0
google-gears.csv,7.0,16.0,12.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,13.0
jnode.csv,3.0,4.0,0.0,1.0,0.0,116.0,8.0,2.0,0.0,2.0,111.0
openmeetings.csv,5.0,0.0,21.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,29.0
pgui.csv,8.0,19.0,40.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,111.0
wxcrp.csv,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0
