,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.29,0.77,0.75,0.36,0.45,0.95,0.37,0.23,0.32,0.23,0.67
bdbbasic.csv,0.61,0.68,0.94,0.54,0.59,0.62,1.0,0.81,0.59,0.42,0.67
bibletime.csv,0.81,1.0,0.88,0.72,0.77,0.97,0.89,0.94,0.72,1.0,1.0
crux-framework.csv,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,1.0
etherboot.csv,0.35,0.73,0.5,0.21,0.91,0.19,0.16,0.45,0.3,0.35,1.0
gnukeda.csv,0.65,0.95,0.69,1.0,0.86,0.76,0.58,0.7,0.56,0.58,0.67
google-gears.csv,0.65,0.68,0.5,0.64,0.64,0.51,0.84,0.62,0.97,0.83,1.0
jnode.csv,0.06,0.09,0.94,0.15,0.09,0.0,0.11,0.09,0.12,0.03,0.0
openmeetings.csv,0.42,1.0,0.31,0.26,0.5,0.65,0.42,0.38,0.3,0.44,0.33
pgui.csv,0.29,0.45,0.12,0.26,0.14,0.22,0.47,0.96,0.35,0.38,0.0
wxcrp.csv,0.81,0.45,0.88,0.21,0.27,0.43,0.26,0.47,0.18,0.09,0.67
