,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.31,0.37,0.44,0.25,0.2,0.0,0.08,0.11,0.19,0.43,0.37
bdbbasic.csv,0.39,0.26,0.58,0.12,0.52,0.38,0.02,0.57,0.3,0.21,0.51
bibletime.csv,0.79,0.6,0.83,0.47,0.62,0.85,0.9,0.91,0.38,0.0,0.94
crux-framework.csv,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etherboot.csv,0.27,0.19,0.3,0.06,0.0,0.08,0.02,0.24,0.32,0.21,0.31
gnukeda.csv,0.59,0.75,0.66,0.0,0.87,0.57,0.39,0.43,0.54,0.71,0.78
google-gears.csv,0.6,0.37,0.3,0.34,0.54,0.8,0.53,0.66,0.0,0.57,0.34
jnode.csv,0.05,0.07,0.0,0.09,0.08,0.02,0.16,0.27,0.11,0.21,0.0
openmeetings.csv,0.31,0.0,0.19,0.03,0.44,0.26,0.02,0.25,0.16,0.21,0.31
pgui.csv,0.19,0.49,0.12,0.06,0.3,0.26,0.1,0.01,0.11,0.21,0.16
wxcrp.csv,0.0,0.14,0.53,0.03,0.2,0.2,0.02,0.21,0.08,0.0,0.61
