,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.62,0.47,0.46,0.82,0.68,0.69,0.82,0.96,0.78,0.95,0.48
bdbbasic.csv,0.44,0.52,0.41,0.48,0.4,0.32,0.6,0.39,0.44,0.61,0.38
bibletime.csv,0.46,0.43,0.4,0.49,0.47,0.47,0.43,0.41,0.53,0.39,0.44
crux-framework.csv,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
etherboot.csv,0.74,0.55,0.58,0.9,0.9,0.92,0.75,0.7,0.64,0.73,0.51
gnukeda.csv,0.47,0.4,0.44,0.59,0.43,0.34,0.5,0.43,0.48,0.48,0.41
google-gears.csv,0.48,0.44,0.58,0.53,0.53,0.59,0.43,0.49,0.5,0.4,0.53
jnode.csv,0.83,0.91,0.93,0.89,0.86,0.5,0.9,0.97,0.94,0.8,0.0
openmeetings.csv,0.53,0.95,0.81,0.91,0.47,0.56,0.89,0.65,0.68,0.53,0.54
pgui.csv,0.83,0.55,0.98,0.83,0.81,0.59,0.79,0.72,0.67,0.57,0.94
wxcrp.csv,0.68,0.83,0.58,0.78,0.61,0.41,0.83,0.54,0.75,0.83,0.55
