,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.06,0.89,0.19,0.0,0.16,0.29,0.0,0.02,0.05,0.0,0.04,0.0,0.18,0.19,0.0,0.06,0.12,0.43,0.08,0.27
baadengine.csv,0.99,0.04,0.85,0.04,0.67,0.39,0.59,0.42,0.3,0.59,0.22,0.04,0.27,0.7,0.3,0.19,0.82,0.68,0.88,0.68
bibedt.csv,0.31,0.22,0.13,0.05,0.39,0.14,0.36,0.25,0.26,0.0,0.27,0.0,1.0,0.65,0.3,0.1,0.24,0.06,0.31,0.75
cascading.csv,0.72,0.06,0.8,0.08,0.39,0.26,0.5,0.39,0.31,0.6,0.25,0.05,0.36,0.65,0.28,0.2,1.0,0.42,0.32,0.81
chaosrts.csv,0.86,0.15,0.65,0.04,0.71,0.47,0.47,0.44,0.31,0.63,0.19,0.08,0.33,0.72,0.31,0.19,0.78,0.96,0.99,0.86
exl.csv,0.78,0.1,0.94,0.02,0.74,0.42,0.59,0.4,0.3,0.66,0.2,0.0,0.36,0.59,0.24,0.22,0.86,0.66,0.91,0.98
gnome-jabber.csv,0.77,0.15,0.98,0.02,0.69,0.45,0.48,0.37,0.31,0.55,0.18,0.1,0.32,0.66,0.21,0.21,0.87,0.99,0.88,0.81
gogoego.csv,0.49,0.11,0.19,0.07,0.2,0.31,0.41,0.98,0.26,0.31,0.15,0.0,0.27,0.19,0.35,0.14,0.22,0.64,0.32,0.57
httpcontentparser.csv,0.11,0.0,0.06,0.0,0.15,0.16,0.06,0.12,0.13,0.06,0.92,0.25,0.14,0.38,0.33,0.06,0.07,0.1,0.18,0.09
impala.csv,0.46,0.14,0.1,0.02,0.72,0.44,0.15,0.38,0.3,0.21,0.18,0.0,0.16,0.36,0.0,0.94,0.69,0.82,0.82,0.19
jaxlib.csv,0.01,0.0,0.0,0.0,0.0,0.13,0.06,0.02,0.0,0.12,0.09,1.0,0.0,0.0,0.0,0.0,0.03,0.0,0.1,0.05
jgameai.csv,0.32,0.12,0.03,0.0,0.25,0.98,0.42,0.25,0.07,0.33,0.07,0.15,0.11,0.14,0.12,0.18,0.23,0.04,0.33,0.17
jhotdraw.csv,0.05,0.0,0.07,0.0,0.34,0.13,0.0,0.18,0.96,0.06,0.07,0.0,0.0,0.11,0.16,0.05,0.03,0.0,0.24,0.14
patterntesting.csv,0.63,0.0,0.33,0.0,0.65,0.22,0.11,0.39,0.41,0.95,0.31,0.11,0.09,0.7,0.38,0.17,0.5,0.32,0.5,0.59
pokeglobal.csv,0.76,0.0,0.78,0.03,0.99,0.4,0.48,0.37,0.32,0.37,0.17,0.0,0.28,0.46,0.27,0.16,0.73,0.65,0.91,0.47
snakeyaml.csv,0.23,0.15,0.32,0.0,0.51,0.42,0.46,0.32,0.28,0.39,0.16,0.05,0.32,0.8,0.94,0.11,0.44,0.88,0.47,0.74
unflobtactical.csv,0.43,0.16,0.21,0.0,0.56,0.51,0.46,0.4,0.31,0.47,0.2,0.25,0.39,0.99,0.36,0.05,0.34,0.72,0.68,0.73
werx.csv,0.86,0.13,1.0,0.02,0.74,0.45,0.47,0.4,0.31,0.56,0.19,0.08,0.33,0.73,0.23,0.21,0.87,0.97,0.94,0.86
zealos.csv,0.44,0.0,0.75,0.0,0.55,0.29,0.98,0.33,0.27,0.43,0.28,0.17,0.4,0.55,0.34,0.18,0.54,0.28,0.58,0.51
