,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.04,0.83,0.13,0.0,0.12,0.31,0.0,0.01,0.04,0.0,0.06,0.0,0.12,0.13,0.0,0.05,0.09,0.31,0.05,0.21
baadengine.csv,0.99,0.21,0.0,0.83,0.62,0.53,0.76,0.61,0.44,0.68,0.63,0.24,0.43,0.64,0.69,0.45,0.59,0.53,0.37,0.57
bibedt.csv,0.24,0.45,0.08,0.89,0.35,0.18,0.31,0.27,0.3,0.0,0.49,0.0,1.0,0.56,0.35,0.14,0.17,0.04,0.22,0.42
cascading.csv,0.61,0.3,0.51,0.94,0.31,0.27,0.51,0.45,0.57,0.68,0.69,0.39,0.58,0.55,0.67,0.51,0.99,0.31,0.22,0.73
chaosrts.csv,0.05,0.41,0.0,0.83,0.67,0.59,0.0,0.66,0.57,0.72,0.24,0.09,0.09,0.3,0.73,0.53,0.62,0.0,0.96,0.0
exl.csv,0.66,0.4,0.0,0.6,0.65,0.54,0.77,0.45,0.42,0.76,0.55,0.0,0.63,0.54,0.44,0.44,0.58,0.54,0.47,0.96
gnome-jabber.csv,0.2,0.38,0.0,0.27,0.65,0.58,0.13,0.24,0.27,0.09,0.26,0.6,0.27,0.43,0.26,0.13,0.13,0.88,0.71,0.55
gogoego.csv,0.39,0.24,0.13,0.93,0.15,0.27,0.55,0.96,0.38,0.24,0.24,0.0,0.34,0.13,0.38,0.24,0.16,0.5,0.23,0.47
httpcontentparser.csv,0.07,0.0,0.04,0.0,0.12,0.14,0.04,0.09,0.1,0.04,0.88,0.55,0.23,0.3,0.3,0.05,0.04,0.06,0.12,0.06
impala.csv,0.37,0.56,0.06,0.24,0.27,0.3,0.2,0.09,0.48,0.2,0.34,0.0,0.31,0.33,0.0,0.9,0.46,0.62,0.35,0.14
jaxlib.csv,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.01,0.0,0.09,0.06,1.0,0.0,0.0,0.0,0.0,0.02,0.0,0.06,0.02
jgameai.csv,0.24,0.24,0.02,0.0,0.18,0.97,0.56,0.26,0.06,0.27,0.12,0.54,0.12,0.11,0.09,0.28,0.16,0.02,0.24,0.12
jhotdraw.csv,0.02,0.0,0.05,0.0,0.3,0.1,0.0,0.17,0.93,0.04,0.06,0.0,0.0,0.07,0.13,0.05,0.02,0.0,0.17,0.09
patterntesting.csv,0.54,0.0,0.23,0.0,0.61,0.22,0.09,0.58,0.68,0.99,0.75,0.69,0.12,0.67,0.73,0.36,0.4,0.24,0.38,0.49
pokeglobal.csv,0.63,0.0,0.61,0.75,0.98,0.54,0.35,0.57,0.55,0.34,0.35,0.0,0.47,0.42,0.62,0.47,0.61,0.51,0.66,0.37
snakeyaml.csv,0.17,0.44,0.22,0.0,0.46,0.56,0.57,0.48,0.51,0.44,0.49,0.43,0.57,0.8,0.91,0.19,0.35,0.51,0.36,0.6
unflobtactical.csv,0.35,0.59,0.14,0.0,0.52,0.68,0.6,0.51,0.43,0.45,0.57,0.94,0.61,0.98,0.59,0.1,0.25,0.54,0.55,0.56
werx.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zealos.csv,0.35,0.0,0.47,0.0,0.49,0.31,0.98,0.44,0.5,0.44,0.49,0.54,0.54,0.47,0.46,0.43,0.44,0.19,0.46,0.39
