,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.98,0.75,0.95,0.95,0.88,0.96,0.0,0.95,0.92,0.75,0.96,0.0,0.0,0.86,0.8,0.91,0.93,0.96,0.89,0.94
baadengine.csv,0.44,0.38,0.36,0.43,0.38,0.42,0.44,0.35,0.33,0.39,0.42,0.31,0.34,0.36,0.4,0.32,0.37,0.32,0.4,0.38
bibedt.csv,0.94,0.92,0.94,0.82,0.81,0.8,0.79,0.99,0.98,0.0,0.81,0.86,0.9,0.6,0.96,0.97,0.94,0.67,0.72,0.57
cascading.csv,0.43,0.37,0.4,0.72,0.87,0.6,0.65,0.69,0.4,0.38,0.46,0.33,0.38,0.36,0.5,0.32,0.43,0.46,0.87,0.39
chaosrts.csv,0.41,0.4,0.41,0.39,0.37,0.49,0.54,0.33,0.34,0.34,0.47,0.31,0.4,0.4,0.37,0.32,0.35,0.53,0.4,0.46
exl.csv,0.37,0.33,0.32,0.35,0.37,0.42,0.48,0.34,0.33,0.35,0.45,0.33,0.4,0.38,0.4,0.33,0.36,0.38,0.39,0.44
gnome-jabber.csv,0.46,0.38,0.35,0.4,0.5,0.43,0.55,0.39,0.38,0.45,0.47,0.36,0.43,0.44,0.45,0.34,0.39,0.52,0.46,0.42
gogoego.csv,0.77,0.93,0.95,0.74,0.88,0.92,0.71,0.81,0.63,0.89,0.88,0.88,0.83,0.86,0.96,0.93,0.95,0.39,0.79,0.45
httpcontentparser.csv,0.97,0.83,0.83,0.83,0.92,0.92,0.0,0.92,0.94,0.0,0.94,0.83,0.84,0.83,0.94,0.88,0.8,0.8,0.93,0.5
impala.csv,0.84,0.56,0.9,0.44,0.43,0.52,0.97,0.37,0.43,0.94,0.98,0.54,0.64,0.73,0.94,0.95,0.57,0.7,0.46,0.92
jaxlib.csv,0.67,0.0,0.0,0.0,0.0,0.8,0.67,0.75,0.0,0.67,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.86,0.0
jgameai.csv,0.99,0.92,0.67,0.88,0.86,0.84,0.71,0.98,0.96,0.83,0.97,0.91,0.89,0.86,0.83,0.93,0.94,0.5,0.97,0.8
jhotdraw.csv,0.92,0.5,0.86,0.5,0.74,0.8,0.0,0.98,0.98,0.0,0.86,0.0,0.0,0.5,0.91,0.94,0.8,0.0,0.84,0.67
patterntesting.csv,0.5,0.55,0.71,0.68,0.36,0.5,0.86,0.44,0.47,0.55,0.46,0.34,0.67,0.35,0.5,0.57,0.51,0.63,0.49,0.55
pokeglobal.csv,0.5,0.63,0.43,0.5,0.5,0.53,0.54,0.39,0.39,0.72,0.48,0.33,0.47,0.58,0.41,0.37,0.41,0.4,0.4,0.84
snakeyaml.csv,0.99,0.86,0.85,0.61,0.67,0.66,0.68,0.66,0.66,0.83,0.63,0.39,0.48,0.47,0.96,0.83,0.77,0.63,0.62,0.57
unflobtactical.csv,0.6,0.52,0.96,0.66,0.59,0.67,0.67,0.69,0.78,0.95,0.56,0.71,0.57,0.47,0.73,0.67,0.72,0.77,0.54,0.47
werx.csv,0.41,0.36,0.36,0.41,0.4,0.48,0.54,0.36,0.36,0.44,0.45,0.3,0.39,0.38,0.41,0.33,0.39,0.52,0.38,0.46
zealos.csv,0.78,0.81,0.52,0.72,0.61,0.82,0.66,0.75,0.54,0.85,0.73,0.9,0.8,0.65,0.97,0.71,0.71,0.93,0.61,0.57
