,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.72,0.8,0.72,0.0,0.75,0.77,0.91
jnode.csv,1.0,0.06,1.0,0.98,0.98,1.0,1.0
mcmc-jags.csv,0.6,1.02,0.02,0.86,0.73,0.58,0.51
metacosm.csv,0.72,0.89,0.73,0.88,0.72,0.67,0.07
miranda-icq.csv,0.73,0.56,0.89,0.82,0.1,0.8,0.79
quarkplusplus.csv,0.53,0.62,0.74,0.89,0.76,0.04,0.59
selenium.csv,0.02,0.76,0.85,0.83,0.72,0.73,0.57
