,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,99.0,195.0,98.5,584.0,98.5,194.5,2937.5,585.5,96.5,187.0,89.5,0.0,384.0,97.5,198.0
badtrinity-zero.csv,98.5,0.0,99.0,0.0,98.5,487.0,983.5,0.0,98.5,0.0,89.5,98.5,403.5,97.5,198.0
biodwh.csv,99.0,91.5,98.5,389.0,98.5,341.0,147.5,290.0,91.5,98.5,91.5,92.5,285.5,97.5,99.0
critterding.csv,99.0,91.5,99.0,584.0,197.5,579.5,6771.0,388.5,96.5,98.5,289.0,93.5,384.0,97.5,198.0
elateportal.csv,99.0,195.0,99.0,384.0,98.5,289.5,4845.0,388.0,96.5,94.5,89.5,98.5,384.0,97.5,879.5
enzo.csv,99.0,285.5,99.0,291.5,98.5,487.0,4545.0,388.5,98.5,98.5,383.5,98.5,384.0,97.5,198.0
factor.csv,99.0,93.5,99.0,584.0,98.5,829.0,718.0,390.5,94.5,94.5,84.5,98.5,349.0,82.5,485.5
gusanos.csv,98.5,195.0,98.5,487.5,98.5,194.5,2107.5,94.5,96.5,0.0,186.0,0.0,384.0,97.5,96.5
miranda.csv,0.0,0.0,99.0,0.0,98.5,291.0,146.0,0.0,94.5,0.0,89.5,98.5,190.0,97.5,198.0
modplug.csv,99.0,97.5,99.0,584.0,98.5,487.0,7458.5,289.5,98.5,98.5,285.0,98.5,288.5,97.5,99.0
monetdb.csv,99.0,97.5,98.5,287.5,98.5,579.5,2715.0,191.0,96.5,94.5,91.5,98.5,384.0,97.5,198.0
quarkplayer.csv,99.0,254.5,193.0,389.0,535.5,1238.0,1788.5,93.5,98.5,98.5,239.5,91.5,785.0,254.5,197.5
reactos-mirror.csv,99.0,97.5,98.5,486.5,98.5,1377.5,3636.0,487.0,94.5,98.5,186.0,98.5,516.0,97.5,198.0
sandiaportals.csv,99.0,191.0,98.5,584.0,98.5,194.5,6318.5,94.5,96.5,98.5,73.5,98.5,495.0,97.5,99.0
xbplayer.csv,98.5,97.5,99.0,292.5,98.5,194.5,2562.5,94.5,94.5,81.5,186.0,92.5,384.0,97.5,198.0
