,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.21,0.5,0.2,0.52,0.23,0.92,0.18,0.36,0.24,0.01,0.36,0.04,0.0,0.22,0.31
badtrinity-zero.csv,0.27,0.32,0.95,0.17,0.66,0.83,0.64,0.19,0.6,0.16,0.84,0.26,0.58,0.34,0.76
biodwh.csv,0.08,0.18,0.61,0.14,0.74,0.67,0.82,0.03,0.55,0.62,0.02,0.11,1.0,0.98,0.04
critterding.csv,0.46,0.97,0.35,0.62,0.32,0.25,0.36,0.61,0.44,0.4,0.82,0.51,0.75,0.59,0.48
elateportal.csv,0.85,0.91,0.57,0.83,0.57,0.83,0.91,0.87,0.6,0.58,1.0,0.91,0.33,0.02,0.86
enzo.csv,0.88,0.71,0.92,0.83,0.96,0.83,0.82,0.85,0.96,0.97,1.0,0.89,0.92,0.8,0.93
factor.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
gusanos.csv,0.55,0.71,0.65,0.81,0.36,0.67,0.55,0.97,0.49,0.51,0.36,0.72,0.58,0.63,0.83
miranda.csv,0.49,0.24,0.34,0.64,0.57,0.33,0.55,0.21,0.62,0.25,0.05,0.36,0.25,0.0,0.99
modplug.csv,0.71,0.71,0.72,0.79,0.89,0.92,0.82,0.78,0.98,0.59,0.5,0.83,0.75,0.59,0.81
monetdb.csv,0.51,0.56,0.35,0.48,0.91,0.5,0.45,0.48,0.51,0.26,0.77,0.32,0.58,0.37,0.57
quarkplayer.csv,0.2,0.24,0.05,0.17,0.17,0.08,1.0,0.1,0.24,0.23,0.75,0.08,0.0,0.1,0.04
reactos-mirror.csv,0.97,0.85,0.81,0.6,0.72,0.67,0.73,0.81,0.75,0.52,1.0,1.0,1.0,1.0,0.96
sandiaportals.csv,0.65,0.91,0.53,0.98,0.66,0.75,0.73,0.88,0.49,0.59,0.45,0.96,0.58,0.66,0.82
xbplayer.csv,0.34,0.26,0.25,0.98,0.28,0.25,0.27,0.34,0.38,0.06,0.09,0.15,0.42,0.22,0.42
