,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.14,0.44,0.1,0.56,0.03,0.0,0.38,0.41,0.12,0.0,0.0,0.0,0.18,0.04,0.38
badtrinity-zero.csv,0.2,0.22,0.0,0.19,0.32,0.63,0.48,0.14,0.17,0.0,0.5,0.11,0.45,0.48,0.61
biodwh.csv,0.05,0.1,0.62,0.25,0.88,0.78,0.74,0.0,0.29,0.84,0.33,0.0,0.0,0.52,0.15
critterding.csv,0.44,0.0,0.32,0.51,0.38,0.5,0.19,0.59,0.25,0.24,0.67,0.22,0.37,0.35,0.42
elateportal.csv,0.86,0.93,0.52,0.82,0.57,0.73,0.73,0.79,0.62,0.76,0.0,0.89,0.63,0.3,0.84
enzo.csv,0.83,0.71,0.9,0.69,0.89,0.72,0.81,0.76,0.96,0.04,1.0,0.72,0.87,0.83,0.88
factor.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
gusanos.csv,0.54,0.68,0.63,0.52,0.54,0.43,0.44,0.0,0.58,0.24,0.5,0.72,0.69,0.78,0.64
miranda.csv,0.34,0.02,0.18,0.33,0.4,0.24,0.25,0.0,0.29,0.12,0.0,0.22,0.15,0.09,0.03
modplug.csv,0.65,0.59,0.63,0.48,0.7,0.74,0.7,0.55,0.0,0.4,0.5,0.39,0.55,0.43,0.63
monetdb.csv,0.45,0.41,0.1,0.32,0.0,0.41,0.45,0.28,0.54,0.68,0.17,0.17,0.48,0.26,0.51
quarkplayer.csv,0.37,0.24,0.01,0.36,0.46,0.19,0.0,0.21,0.42,0.2,0.33,0.28,0.01,0.22,0.03
reactos-mirror.csv,0.0,0.61,0.72,0.49,0.56,0.6,0.84,0.76,0.62,0.24,1.0,1.0,0.86,1.0,0.82
sandiaportals.csv,0.57,0.73,0.52,0.8,0.7,0.55,0.42,0.83,0.38,0.48,0.5,0.0,0.55,0.43,0.72
xbplayer.csv,0.28,0.2,0.11,0.0,0.04,0.14,0.26,0.07,0.08,0.0,0.17,0.11,0.3,0.22,0.25
