,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.19,0.05,0.36,0.25,0.17,0.11,0.05,0.0,0.1
flylegacy.csv,0.72,0.15,0.41,0.32,0.41,0.68,0.77,0.29,0.99
ftm.csv,0.16,0.0,0.23,0.2,0.15,0.16,0.23,0.18,0.35
jguard.csv,0.84,0.25,0.68,0.62,0.68,0.38,0.92,0.53,1.0
m-a-d-n-e-s-s.csv,0.05,0.0,0.0,0.04,0.02,0.0,0.13,0.05,0.52
mob-sen-plat.csv,0.86,0.15,0.86,0.71,0.73,0.93,0.7,0.5,0.75
raygina.csv,0.3,0.0,0.73,0.63,0.2,0.34,0.23,0.34,0.1
upp-mirror.csv,0.37,0.05,0.59,0.22,0.34,0.12,0.32,0.21,0.13
yarp.csv,0.07,0.0,0.18,0.18,0.05,0.68,0.17,0.34,0.0
