,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.79,0.6,0.2,0.0,0.31,0.92,0.45,0.76,0.61,0.15,0.66,0.07,0.17,0.4,0.55,0.22,0.53,0.16,0.58,0.62
alpine.csv,0.45,0.68,0.16,0.07,0.16,0.87,0.42,0.53,0.46,0.21,0.33,0.05,0.12,0.24,0.57,0.19,0.43,0.08,0.51,0.42
autowikibrowser.csv,0.52,0.6,0.11,0.31,0.33,0.86,0.41,0.53,0.73,0.11,0.37,0.07,0.08,0.28,0.5,0.21,0.4,0.09,0.7,0.62
critterding.csv,0.66,0.55,0.1,0.25,0.15,0.92,0.32,0.51,0.48,0.08,0.33,0.07,0.05,0.24,0.36,0.22,0.46,0.09,0.44,0.42
firebird.csv,0.47,0.66,0.11,0.07,0.3,0.94,0.47,0.61,0.51,0.12,0.37,0.07,0.14,0.28,0.45,0.22,0.44,0.1,0.54,0.44
fmri-dmt.csv,0.38,0.44,0.15,0.14,0.08,0.86,0.22,0.55,0.69,0.04,0.14,0.08,0.1,0.18,0.18,0.22,0.41,0.36,0.39,0.39
genecys.csv,0.46,0.53,0.1,0.24,0.11,0.96,0.32,0.52,0.47,0.06,0.28,0.06,0.05,0.23,0.33,0.2,0.4,0.09,0.42,0.42
hydrogen.csv,0.44,0.52,0.1,0.25,0.42,0.95,0.32,0.49,0.48,0.08,0.29,0.07,0.09,0.23,0.43,0.0,0.41,0.09,0.45,0.42
jcae.csv,1.0,0.75,0.35,0.0,0.53,0.92,0.48,0.75,0.65,0.75,0.62,0.06,0.36,0.56,0.62,0.29,1.0,0.05,0.56,1.0
kftpgrabber.csv,0.53,0.83,0.08,0.0,0.13,1.0,0.55,0.86,0.36,0.25,0.55,0.1,0.08,0.58,0.63,0.18,0.6,0.03,0.65,1.0
libarchive.csv,0.45,0.6,0.11,0.31,0.27,0.9,0.37,0.53,0.47,0.11,0.53,0.1,0.07,0.27,0.44,0.19,0.43,0.1,0.6,0.63
mimosa.csv,0.46,0.52,0.15,0.28,0.15,0.85,0.34,0.59,0.72,0.1,0.48,0.06,0.09,0.29,0.39,0.2,0.42,0.09,0.45,0.43
monetdb.csv,0.77,0.63,0.29,1.0,0.37,0.96,0.58,0.64,0.25,0.21,0.92,0.05,0.06,0.5,0.52,0.35,0.42,0.11,0.64,0.88
nosleepsoftware.csv,0.43,0.53,0.0,0.58,0.0,0.5,0.33,0.33,0.0,0.11,0.0,0.0,0.06,0.0,0.0,0.0,0.36,0.0,0.56,0.44
openmsx.csv,0.47,0.44,0.06,0.18,0.13,0.87,0.23,0.4,0.4,0.07,0.0,0.06,0.09,0.17,0.22,0.18,0.55,0.14,0.44,0.33
quarkplayer.csv,0.8,0.56,0.06,0.0,0.03,0.75,0.06,0.5,0.53,0.05,0.16,0.16,0.08,0.11,0.21,0.06,0.5,0.1,0.56,0.33
riff-evolve.csv,0.81,0.7,0.13,0.0,0.42,0.93,0.45,0.74,0.52,0.13,0.61,0.09,0.29,0.33,0.49,0.26,0.62,0.11,0.63,0.78
virtuoso.csv,0.46,0.53,0.1,0.26,0.15,0.91,0.32,0.49,0.42,0.08,0.38,0.07,0.09,0.44,0.31,0.14,0.41,0.08,0.44,0.0
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0
zoolib.csv,0.73,0.61,0.23,0.0,0.33,0.93,0.44,0.63,0.81,0.11,0.55,0.08,0.21,0.75,0.51,0.33,0.56,0.08,0.55,0.73
