,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,0.85,0.59,0.75,0.84,0.89,0.47,0.57,0.79,0.54,0.59,0.66
emono.csv,0.56,0.59,0.43,0.49,0.51,0.38,0.58,0.57,0.72,0.48,0.53
haggle.csv,0.55,0.56,0.8,0.79,0.0,0.4,0.61,0.92,0.43,0.0,0.0
hannosset.csv,0.0,0.5,0.0,0.92,0.0,0.8,0.8,0.89,0.0,0.0,0.67
jas.csv,0.95,0.86,0.93,0.93,0.75,0.94,0.83,0.88,0.6,0.62,0.7
jgossipforum.csv,0.0,0.67,0.0,0.75,0.5,0.0,0.83,0.0,0.83,0.0,0.0
madman.csv,0.0,0.86,0.92,0.0,0.86,0.75,0.96,0.75,0.0,0.5,0.8
mediate.csv,0.43,0.53,0.53,0.46,0.6,0.33,0.53,0.46,0.6,0.36,0.49
ngl.csv,0.38,0.68,0.4,0.55,0.46,0.43,0.56,0.64,0.39,0.53,0.5
pustefix.csv,0.77,0.88,0.93,0.56,0.89,0.67,0.97,0.62,0.5,0.92,0.93
synecdoche.csv,0.72,0.73,0.4,0.85,0.84,0.54,0.72,0.52,0.78,0.63,0.67
