,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,0.08,0.51,0.09,0.07,0.24,0.15,0.48,0.05,0.96,0.36,0.43
emono.csv,0.37,0.66,0.7,0.06,0.22,0.14,0.56,0.09,0.47,0.47,0.98
haggle.csv,0.38,0.99,0.09,0.08,0.0,0.09,0.51,0.0,0.6,0.0,0.0
hannosset.csv,0.0,0.0,0.0,0.11,0.0,0.91,0.0,0.0,0.0,0.0,0.07
jas.csv,0.33,0.33,0.19,0.11,0.06,0.09,0.45,1.0,0.38,0.38,0.49
jgossipforum.csv,0.0,0.08,0.0,0.89,0.2,0.0,0.04,0.0,0.09,0.0,0.0
madman.csv,0.0,0.15,0.35,0.0,0.93,0.0,0.17,0.0,0.05,0.06,0.07
mediate.csv,0.38,0.43,0.93,0.06,0.17,0.16,0.54,0.17,0.46,0.48,0.54
ngl.csv,0.38,0.65,0.63,0.07,0.31,0.19,0.99,0.13,0.64,0.47,0.58
pustefix.csv,0.98,0.1,0.41,0.07,0.24,0.0,0.19,0.19,0.5,0.14,0.15
synecdoche.csv,0.39,0.25,0.67,0.11,0.15,0.23,0.51,0.16,0.34,0.96,0.57
