,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,1.0,0.66,0.95,0.65,0.76,0.67,0.69,0.91,0.07,0.77,0.73
emono.csv,0.71,0.59,0.63,0.74,0.75,0.78,0.8,0.82,0.7,0.79,0.04
haggle.csv,0.66,0.02,0.95,0.64,1.0,0.86,0.63,1.01,0.78,1.0,1.0
hannosset.csv,1.0,1.0,1.0,0.8,1.0,0.17,1.0,1.0,1.0,1.0,0.96
jas.csv,0.72,0.87,0.92,0.8,0.99,0.86,0.72,0.0,0.99,0.75,0.8
jgossipforum.csv,1.0,0.96,1.0,0.2,0.88,1.0,0.98,1.0,0.96,1.0,1.0
madman.csv,1.0,0.92,0.78,1.0,0.12,1.0,0.9,1.0,0.97,0.97,0.96
mediate.csv,0.65,0.76,0.13,0.65,0.8,0.68,0.61,0.66,0.68,0.64,0.72
ngl.csv,0.66,0.57,0.66,0.54,0.62,0.58,0.02,0.7,0.56,0.64,0.7
pustefix.csv,0.04,0.95,0.73,0.61,0.76,1.0,0.89,0.52,0.64,0.93,0.93
synecdoche.csv,0.67,0.92,0.65,0.46,0.83,0.49,0.64,0.6,0.78,0.07,0.65
