,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,0.4,0.24,0.07,0.25,0.14,0.45,0.36,0.24,0.0,0.4,0.19
emono.csv,0.56,0.44,0.6,0.74,0.65,0.71,0.71,0.65,0.41,0.7,0.0
haggle.csv,0.45,0.02,0.1,0.21,0.0,0.55,0.16,0.1,0.73,0.0,0.0
hannosset.csv,0.0,0.05,0.0,0.05,0.02,0.0,0.03,0.08,0.0,0.02,0.0
jas.csv,0.19,0.44,0.3,0.06,0.47,0.23,0.38,0.0,0.78,0.42,0.55
jgossipforum.csv,0.02,0.0,0.03,0.0,0.02,0.0,0.01,0.01,0.11,0.02,0.02
madman.csv,0.02,0.02,0.13,0.0,0.0,0.06,0.02,0.03,0.0,0.02,0.05
mediate.csv,0.39,0.34,0.0,0.65,0.27,0.59,0.23,0.66,0.27,0.42,0.48
ngl.csv,0.45,0.39,0.57,0.36,0.61,0.48,0.02,0.31,0.46,0.37,0.5
pustefix.csv,0.0,0.1,0.13,0.61,0.14,0.04,0.07,0.5,0.14,0.23,0.17
synecdoche.csv,0.16,0.41,0.6,0.22,0.35,0.46,0.29,0.32,0.22,0.0,0.38
