,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.33,0.51,0.61,0.35,0.05,0.0,0.3,0.48,0.09
e-bio-flow.csv,0.25,0.12,0.84,0.15,0.21,0.44,0.68,0.29,0.09
jmoney.csv,0.65,0.49,0.94,0.33,0.21,0.38,0.48,0.74,0.12
jmonkeyengine.csv,0.12,0.38,0.56,0.26,0.1,0.58,0.32,0.27,0.08
jsidplay2.csv,0.45,0.19,0.88,0.0,0.12,0.21,0.53,0.78,0.1
matrex.csv,0.61,0.77,0.88,0.47,0.22,0.22,0.37,0.82,0.0
piccolo2d.csv,0.75,0.67,0.95,0.33,0.33,0.33,0.52,0.71,0.11
reaper3d.csv,0.45,0.56,0.81,0.26,0.13,0.14,0.37,0.57,0.18
sblim.csv,0.55,0.38,0.9,0.55,0.16,0.36,0.42,0.91,0.25
