,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.57,0.43,0.52,0.69,0.37,0.64
aztec.csv,0.51,0.8,0.89,0.83,0.45,0.39
mplayer-ce.csv,0.45,0.44,0.54,0.44,0.33,0.56
qmmp.csv,0.53,0.53,0.46,0.53,0.34,0.37
synergyspace.csv,0.8,0.89,0.73,0.88,0.98,0.85
xtreemfs.csv,0.49,0.49,0.53,0.79,0.38,0.38
