,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.23,0.75,0.46,0.8
freelords.csv,0.13,0.74,0.36,0.8
jfreereport.csv,0.13,0.2,0.11,0.4
super-tux.csv,0.84,0.34,0.32,0.0
