,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.96,0.61,0.56,0.51
neoengine.csv,0.47,0.59,0.79,0.69
omseek.csv,0.74,0.33,0.65,0.91
pcsx2.csv,0.47,0.4,0.41,0.75
