,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.44,0.17,0.47,0.38,0.48,0.96
ingex.csv,0.24,0.15,0.1,0.44,1.0,0.25
jgnash.csv,0.46,0.91,0.0,0.3,0.46,0.2
mp-rechnungs-und-kundenverwaltung.csv,0.43,0.24,0.11,0.93,0.33,0.13
openefm.csv,0.97,0.25,0.23,0.41,0.5,0.29
yarp0.csv,0.43,0.26,0.93,0.49,0.41,0.54
