,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.87,0.86,0.57,0.83,0.6,0.07
ingex.csv,0.85,0.88,0.94,0.64,0.0,0.85
jgnash.csv,0.63,0.16,1.0,0.77,0.64,0.88
mp-rechnungs-und-kundenverwaltung.csv,0.7,0.77,0.94,0.06,0.77,0.93
openefm.csv,0.06,0.67,0.83,0.7,0.58,0.8
yarp0.csv,0.66,0.64,0.12,0.64,0.69,0.55
