,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.06,0.91,0.69,0.84,1.05,0.95,0.6,0.83,1.03,0.84,0.77,0.88,0.88
e-bio-flow.csv,0.89,0.79,0.47,0.89,0.71,0.96,0.78,0.07,1.05,0.92,0.88,0.94,1.01
jas.csv,1.0,1.0,0.69,0.94,0.68,0.85,0.96,0.91,0.63,1.0,0.88,0.82,0.01
jbpm.csv,0.73,0.67,0.93,0.04,0.88,0.67,0.88,0.68,1.09,0.89,0.92,0.84,0.58
jgossipforum.csv,0.97,1.0,1.0,0.92,0.67,1.0,1.0,0.94,0.0,0.91,0.88,0.98,1.0
jmonkeyengine.csv,0.88,0.58,0.79,0.69,0.76,0.7,0.11,0.71,0.86,0.96,0.68,0.65,0.93
joustsim.csv,1.02,0.82,0.93,0.76,1.07,0.66,0.53,0.82,0.62,0.0,0.61,0.53,0.76
log4net.csv,1.0,1.0,0.85,0.96,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ngl.csv,0.76,0.68,0.64,0.58,0.63,0.68,0.65,0.53,0.81,0.54,0.65,0.03,0.71
piccolo2d.csv,0.84,0.88,0.0,0.83,0.67,0.96,0.83,0.89,0.62,0.91,1.0,0.96,0.63
pustefix.csv,0.65,0.5,0.95,0.69,0.67,0.04,0.8,0.76,1.03,1.0,1.01,0.81,0.68
reaper3d.csv,0.88,0.61,0.76,0.77,0.8,0.96,0.74,0.81,0.53,0.7,0.0,1.0,0.88
sblim.csv,0.66,0.05,0.54,0.87,1.04,0.91,0.95,0.91,1.02,1.0,1.0,0.96,0.39
