,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,1.0,0.11,0.14,0.08,0.0,0.12,0.32,0.35,0.0,0.12,0.1,0.39,0.04
e-bio-flow.csv,0.18,0.26,0.27,0.07,0.03,0.5,0.8,1.0,0.0,0.09,0.11,0.63,0.0
jas.csv,0.0,0.0,0.44,0.23,0.05,0.24,0.1,0.27,0.05,0.0,0.14,0.45,0.89
jbpm.csv,0.25,0.23,0.07,0.98,0.01,0.35,0.18,0.39,0.01,0.09,0.04,0.45,0.11
jgossipforum.csv,0.06,0.0,0.0,0.25,0.12,0.0,0.0,0.4,0.83,1.0,1.0,1.0,0.0
jmonkeyengine.csv,0.12,0.28,0.11,0.13,0.02,0.28,1.0,0.39,0.01,0.05,0.09,0.6,0.03
joustsim.csv,0.0,0.36,0.12,0.21,0.0,0.38,0.42,0.38,0.05,1.0,0.1,0.68,0.12
log4net.csv,0.0,0.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ngl.csv,0.18,0.23,0.16,0.16,0.03,0.3,0.3,0.49,0.03,0.22,0.09,0.98,0.07
piccolo2d.csv,0.18,0.19,1.0,0.24,0.08,0.25,0.6,0.29,0.06,0.25,0.0,0.36,0.43
pustefix.csv,0.23,0.31,0.05,0.13,0.03,1.0,0.29,0.44,0.0,0.0,0.0,0.52,0.07
reaper3d.csv,0.12,0.27,0.14,0.1,0.02,0.2,0.27,0.5,0.04,0.18,1.0,0.0,0.08
sblim.csv,0.3,0.95,0.55,0.21,0.0,1.0,0.14,0.38,0.0,0.0,0.0,0.4,0.26
