,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,buddata-ebxml-registry.csv
anaxagora.csv,0.88,0.8,0.88,0.95,0.0,0.86,0.95,0.5,0.77
buddata-ebxml-registry.csv,0.34,0.41,0.38,0.37,0.41,0.32,0.37,0.36,0.34
continuum-ide.csv,0.0,0.5,0.88,0.96,0.83,0.67,0.5,0.0,0.67
gtad.csv,0.5,0.0,0.67,0.94,0.0,0.0,0.75,0.0,0.0
htmlunit.csv,0.88,0.8,0.94,0.59,0.5,0.5,0.92,0.88,0.86
jsr308-langtools.csv,0.35,0.42,0.45,0.47,0.37,0.32,0.41,0.71,0.39
kaffeine.csv,0.35,0.4,0.37,0.36,0.41,0.32,0.34,0.36,0.31
stemkit.csv,0.79,0.0,0.89,0.94,0.0,0.0,0.92,0.8,0.83
taokgame.csv,0.0,0.0,0.89,0.0,0.8,0.0,0.93,0.0,0.66
