,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.17,0.57,0.18,0.64,0.5,0.36,0.23,0.24,0.55,0.41,0.51,0.45,0.37
cuberok.csv,0.07,0.66,0.09,0.16,0.67,0.39,0.31,0.26,0.63,0.43,0.64,0.28,0.44
exist.csv,0.42,0.6,0.17,0.58,0.56,0.6,0.44,0.33,0.79,0.65,0.67,0.3,0.67
google-web-toolkit.csv,0.41,0.75,0.16,0.29,0.46,0.5,0.24,0.36,0.68,0.4,0.71,0.15,0.58
gwanted.csv,0.48,0.61,0.13,0.56,0.49,0.44,0.38,0.51,0.55,0.4,0.7,0.25,0.59
ivatamasks.csv,0.41,0.76,0.12,0.61,0.57,0.66,0.43,0.39,0.68,0.68,0.63,0.26,0.49
ivataopenportal.csv,0.42,0.74,0.14,0.64,0.56,0.74,0.49,0.27,0.76,0.72,0.68,0.25,0.54
jaxen.csv,0.42,0.49,0.56,0.69,0.49,0.64,0.44,0.32,0.67,0.68,0.67,0.21,0.45
rockbox.csv,0.44,0.36,0.27,0.17,0.48,0.2,0.12,0.29,0.19,0.51,0.43,0.39,0.65
rodin-b-sharp.csv,0.69,0.38,0.0,0.67,0.33,0.17,0.81,0.23,0.5,0.48,0.24,0.15,0.39
tcl.csv,0.07,0.67,0.18,0.67,0.37,0.68,0.57,0.29,0.29,0.44,0.33,0.16,0.24
umber.csv,0.83,0.81,0.17,0.66,0.45,0.5,0.56,0.24,0.71,0.67,0.61,0.25,0.56
wheat.csv,0.27,0.29,0.06,0.0,0.47,0.37,0.42,0.11,0.68,0.71,0.51,0.31,0.63
