,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,0.54,0.77,0.65,1.01,0.73,0.59,0.66,0.44,0.8,0.7,0.33,0.64
blue-c.csv,0.77,0.79,0.6,1.13,0.54,0.62,0.42,0.26,0.89,0.57,0.67,0.6
cities3d.csv,0.75,0.73,0.96,0.71,0.82,1.0,0.41,0.59,0.52,0.95,0.79,1.0
dynalloy.csv,0.68,0.32,0.7,1.11,0.53,0.74,0.7,0.57,0.9,0.86,0.5,0.74
firebird.csv,0.5,0.7,0.54,0.92,0.44,0.44,0.56,0.6,0.41,0.5,0.93,0.5
hydrogen.csv,1.0,0.99,1.0,1.0,0.9,1.0,0.76,1.0,0.2,1.0,0.81,0.93
nosleepsoftware.csv,0.68,1.0,0.78,0.4,0.94,1.0,0.94,0.97,1.0,0.91,1.0,0.92
openmalaria.csv,0.62,0.74,0.69,0.79,0.55,0.38,0.53,0.42,0.41,0.35,0.97,0.59
popeye-chess.csv,0.48,0.71,0.61,0.91,0.39,0.4,0.92,0.43,0.47,0.53,0.77,0.57
qgo.csv,0.2,0.83,0.84,0.77,0.57,0.86,0.92,0.87,0.5,0.84,0.92,0.8
xmoto.csv,0.8,0.67,0.62,0.88,0.47,0.42,0.59,0.54,0.51,0.48,0.73,0.33
yield.csv,0.66,0.95,0.54,0.69,0.34,0.46,0.97,0.38,0.65,0.56,0.91,0.53
