,f1,g,recall,precision,pf,wins
all-plasm.csv,0.48,0.48,0.45499999999999996,0.565,0.27,4
blue-c.csv,0.615,0.6799999999999999,0.805,0.52,0.55,10
cities3d.csv,0.31,0.36,0.31999999999999995,0.38,0.22000000000000003,2
dynalloy.csv,0.535,0.5349999999999999,0.73,0.48,0.52,5
firebird.csv,0.6,0.575,0.575,0.62,0.31,9
hydrogen.csv,0.61,0.025,1.0,0.46499999999999997,0.96,1
nosleepsoftware.csv,0.08499999999999999,0.085,0.07,0.315,0.09,0
openmalaria.csv,0.59,0.655,0.715,0.535,0.47,7
popeye-chess.csv,0.535,0.545,0.56,0.63,0.235,8
qgo.csv,0.565,0.47,0.81,0.45499999999999996,0.8,3
xmoto.csv,0.49,0.555,0.535,0.615,0.365,6
yield.csv,0.645,0.685,0.805,0.54,0.55,11
