,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.05,0.0,0.04,0.16,0.06,0.86
google-web-toolkit.csv,0.24,0.4,0.45,0.27,0.98,0.37
open-data-kit.csv,0.68,0.58,0.99,0.71,0.5,0.37
qtractor.csv,1.0,0.61,0.62,0.57,0.44,0.52
quarkplayer.csv,0.16,0.85,0.23,0.19,0.43,0.36
zoolib.csv,0.05,0.11,0.09,0.73,0.04,0.0
