,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.04,0.0,0.03,0.13,0.05,0.83
google-web-toolkit.csv,0.21,0.36,0.41,0.23,0.98,0.33
open-data-kit.csv,0.68,0.64,0.99,0.74,0.49,0.33
qtractor.csv,1.0,0.64,0.58,0.52,0.42,0.5
quarkplayer.csv,0.14,0.82,0.2,0.16,0.4,0.33
zoolib.csv,0.04,0.09,0.07,0.68,0.03,0.0
