,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.26,0.53,0.12,0.18,0.75,0.49
minig.csv,0.49,0.5,0.63,0.23,0.67,0.12
ossbuild.csv,0.36,0.63,0.42,0.45,0.59,0.47
rezilla.csv,0.64,0.57,0.5,0.11,0.74,0.38
rocrail.csv,0.17,0.6,0.4,0.07,0.35,0.64
webdriver.csv,0.29,0.73,0.46,0.06,0.65,0.52
