,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.2,0.15,0.03,0.26,0.47,0.34
minig.csv,0.98,0.56,0.27,1.0,0.91,0.74
ossbuild.csv,0.2,0.37,0.37,0.23,0.4,0.41
rezilla.csv,0.28,0.37,0.14,0.53,0.76,0.9
rocrail.csv,0.05,0.39,0.34,0.36,0.0,0.2
webdriver.csv,0.12,0.22,0.62,0.0,0.31,0.34
