,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.43,0.5,0.53,0.6,0.28,0.71,0.97,0.1,0.26,0.0,0.17,0.36,1.0,0.47,0.59,0.37
codeblocks.csv,0.52,0.82,0.57,0.87,0.25,0.56,0.89,0.2,0.37,0.08,0.07,0.3,0.98,0.88,0.67,0.44
grisbi.csv,0.51,0.76,0.57,0.6,0.26,0.51,0.95,0.14,0.37,0.12,0.07,0.34,0.97,0.46,0.5,0.28
libmesh.csv,0.46,0.76,0.59,0.48,0.18,0.11,0.53,0.08,0.53,0.11,0.09,0.29,0.94,0.55,0.46,0.0
mesa3d.csv,0.57,0.79,0.58,0.71,0.0,0.56,0.96,0.1,0.31,0.12,0.04,0.31,0.98,0.47,0.64,0.34
panda3d.csv,0.48,0.76,0.58,0.55,0.21,0.46,0.97,0.03,0.36,0.19,0.05,0.44,0.93,0.57,0.68,0.2
proftp.csv,0.4,0.91,0.53,0.57,0.26,0.74,0.94,0.05,0.22,0.0,0.09,0.45,1.0,0.49,0.62,0.0
qmmp.csv,0.65,0.86,0.45,0.65,0.24,0.55,0.91,0.12,0.35,0.09,0.05,0.3,0.97,0.53,0.77,0.19
red5.csv,0.51,0.76,0.54,0.76,0.2,0.47,0.7,0.16,0.39,0.1,0.06,0.3,0.98,0.49,0.5,0.21
soar.csv,0.5,0.75,0.52,0.61,0.21,0.45,0.82,0.1,0.36,0.11,0.05,0.31,0.96,0.74,0.49,0.21
super-tux.csv,0.42,0.75,0.62,0.69,0.21,0.5,0.75,0.18,0.44,0.11,0.06,0.32,1.0,0.56,0.57,0.21
t-2.csv,0.51,0.76,0.7,0.73,0.22,0.33,0.82,0.32,0.62,0.11,0.07,0.27,0.96,0.57,0.5,0.23
tart.csv,0.67,0.83,0.57,0.61,0.28,0.48,0.89,0.1,0.33,0.11,0.17,0.39,0.97,0.46,0.54,0.17
tcvp.csv,0.5,0.82,0.0,1.0,0.0,0.0,0.0,0.38,0.0,0.32,0.0,0.0,1.0,0.0,0.0,0.0
utgb.csv,0.29,0.86,0.8,0.72,0.24,0.47,0.97,0.11,0.24,0.14,0.07,0.44,0.98,0.53,0.67,0.28
xbrlapi.csv,0.67,0.89,0.5,0.55,0.34,0.73,0.97,0.11,0.32,0.0,0.05,0.34,0.5,0.56,0.67,0.0
