,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.05,0.67,0.58,0.64,0.33,0.65
aztec.csv,0.52,0.0,0.75,0.79,0.94,0.88
mplayer-ce.csv,0.89,0.91,0.74,0.96,0.93,0.05
qmmp.csv,0.69,0.6,0.69,0.05,0.54,0.94
synergyspace.csv,0.75,0.84,0.04,0.79,0.76,0.68
xtreemfs.csv,0.89,0.79,0.79,0.75,0.02,0.72
