,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.95,0.38,0.77,0.41,0.81,0.76
aztec.csv,0.52,1.0,0.46,0.22,0.19,0.13
mplayer-ce.csv,0.75,0.75,0.92,0.63,0.37,0.95
qmmp.csv,0.32,0.42,0.38,0.95,0.82,0.06
synergyspace.csv,0.27,0.17,0.96,0.22,0.33,0.5
xtreemfs.csv,0.11,0.46,0.38,0.25,0.99,0.41
