,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.61,0.26,0.35,1.0,0.49,0.21,0.72,0.5,0.4
ipfilter.csv,0.45,0.1,0.2,0.93,0.57,0.22,0.95,0.69,0.26
mesa3d.csv,0.59,0.15,0.34,0.97,0.47,0.32,0.65,0.55,0.43
nassp.csv,0.6,0.4,0.5,0.96,0.57,0.33,0.92,0.57,0.75
rockbox.csv,0.58,0.18,0.33,0.97,0.54,0.33,0.67,0.36,0.68
soar.csv,0.5,0.13,0.21,0.95,0.69,0.21,0.7,0.64,0.37
super-tux.csv,0.65,0.13,0.28,1.0,0.43,0.2,0.63,0.58,0.35
tencompetence.csv,0.56,0.04,0.29,0.93,0.58,0.24,1.0,0.85,0.0
utgb.csv,0.78,0.2,0.41,0.98,0.48,0.29,0.77,0.57,0.5
