,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.57,0.58,0.5,0.35,0.58,0.59,0.67,0.12,0.53
ipfilter.csv,0.54,0.4,0.75,0.59,0.52,0.78,0.89,0.88,0.37
mesa3d.csv,0.37,0.94,0.92,0.7,0.52,0.49,0.24,0.27,0.53
nassp.csv,0.34,0.08,0.83,0.27,0.42,0.36,0.26,0.12,0.16
rockbox.csv,0.63,0.67,0.83,0.32,0.94,0.26,0.22,0.14,0.79
soar.csv,0.8,1.0,1.0,1.0,0.58,1.0,0.96,0.89,1.0
super-tux.csv,0.63,0.88,0.92,0.92,0.1,0.86,0.7,0.4,0.79
tencompetence.csv,0.29,0.1,0.17,0.44,0.61,0.43,0.11,0.8,0.0
utgb.csv,0.71,0.65,0.75,0.4,0.48,0.46,0.37,0.17,0.32
