,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.0,14.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0
empserver.csv,1.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
enlightenment.csv,2.0,17.0,26.0,0.0,1.0,1.0,5.0,3.0,0.0
ildjit.csv,1.0,0.0,1.0,0.0,1.0,1.0,7.0,18.0,51.0
jfreereport.csv,0.0,11.0,0.0,0.0,1.0,3.0,9.0,9.0,0.0
lufa-lib.csv,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
pcsx2.csv,0.0,9.0,4.0,1.0,1.0,0.0,11.0,1.0,0.0
psycle.csv,0.0,1.0,2.0,2.0,1.0,0.0,4.0,12.0,0.0
wikipediardware.csv,2.0,3.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0
